DOCUMENT INFORMATION,PRIMARY CASE INFORMATION,PRIMARY CASE DATE,STATE,TREATMENT,TREATED CASE INFORMATION,TREATED CASE DATE
"Supreme Court of Michigan. October 10, 2000 463 Mich. 420 617 N.W.2d 536
Extracted from page: 33
","Smith v. Cliffs on the Bay Condominium Ass'n, No. 111587, 463 Mich. 420, 617 N.W.2d 536, 2000 WL 1498623 (Mich. Oct. 10, 2000)
","Oct. 10, 2000",Michigan,Abrogated by," 1.  Jones v. Flowers  
126 S.Ct. 1708 , 547 U.S. 220 , 164 L.Ed.2d 415 , 74 USLW 4200 , 06 Cal. Daily Op. Serv. 3439 , 2006 Daily Journal D.A.R. 4975 , 19 Fla. L. Weekly Fed. S 158 , U.S.Ark. , (NO. 04-1477 )
","Apr. 26, 2006"
"Supreme Court of Michigan. March 28, 2000 461 Mich. 567 609 N.W.2d 177
Extracted from page: 34
","Omelenchuk v. City of Warren, No. 114782, 461 Mich. 567, 609 N.W.2d 177, 2000 WL 343268 (Mich. Mar. 28, 2000)
","Mar. 28, 2000",Michigan,Overruled by," 1.  Waltz v. Wyse  
677 N.W.2d 813 , 469 Mich. 642 , Mich. , (NO. 122580 )
","Apr. 14, 2004"
"Supreme Court of Michigan. July 18, 2000 462 Mich. 495 614 N.W.2d 103
Extracted from page: 36
","People v. Bulger, No. 112694, 462 Mich. 495, 614 N.W.2d 103, 2000 WL 987343 (Mich. July 18, 2000)
","July 18, 2000",Michigan,Abrogated by," 1.  Halbert v. Michigan  
125 S.Ct. 2582 , 545 U.S. 605 , 162 L.Ed.2d 552 , 73 USLW 4600 , 05 Cal. Daily Op. Serv. 5458 , 2005 Daily Journal D.A.R. 7463 , 18 Fla. L. Weekly Fed. S 473 , U.S.Mich. , (NO. 03-10198 )
","June 23, 2005"
"Supreme Court of Michigan. November 02, 1964 374 Mich. 6 130 N.W.2d 900
Extracted from page: 37
","Mannausa v. Mannausa, No. 17, 374 Mich. 6, 130 N.W.2d 900 (Mich. Nov. 02, 1964)
","Nov. 02, 1964",Michigan,Overruled by," 1.  Albro v. Allen 
454 N.W.2d 85 , 434 Mich. 271 , Mich. , (NO. 83890 )
","Mar. 20, 1990"
"Supreme Court of Michigan. March 05, 1964 372 Mich. 396 126 N.W.2d 803
Extracted from page: 38
","Kangas v. Suchorski, No. 132, 372 Mich. 396, 126 N.W.2d 803 (Mich. Mar. 05, 1964)
","Mar. 05, 1964",Michigan,Overruled by," 1.  Manuel v. Weitzman 
191 N.W.2d 474 , 386 Mich. 157 , Mich. , (NO. 14 )
","Nov. 09, 1971"
"Supreme Court of Michigan. March 05, 1964 372 Mich. 396 126 N.W.2d 803
Extracted from page: 38
","Kangas v. Suchorski, No. 132, 372 Mich. 396, 126 N.W.2d 803 (Mich. Mar. 05, 1964)
","Mar. 05, 1964",Michigan,Overruled by," 2.  Millross v. Plum Hollow Golf Club 
413 N.W.2d 17 , 429 Mich. 178 , Mich. , (NO. 77710 )
","Oct. 06, 1987"
"Supreme Court of Michigan. May 04, 1964 373 Mich. 34 127 N.W.2d 892
Extracted from page: 38
","Holland v. Eaton, No. 20, 373 Mich. 34, 127 N.W.2d 892 (Mich. May 04, 1964)
","May 04, 1964",Michigan,Abrogated by," 1.  Lambert v. Calhoun  
229 N.W.2d 332 , 394 Mich. 179 , Mich. , (NO. 6 , 7 )
","May 27, 1975"
"Supreme Court of Michigan. November 02, 1964 373 Mich. 664 131 N.W.2d 55
Extracted from page: 39
","Golden v. State, No. 11, 373 Mich. 664, 131 N.W.2d 55 (Mich. Nov. 02, 1964)
","Nov. 02, 1964",Michigan,Abrogated by," 1.  Dow v. State 
240 N.W.2d 450 , 396 Mich. 192 , Mich. , (NO. 6 MARCH TERM 1974 )
","Apr. 01, 1976"
"Supreme Court of Michigan. September 29, 1992 441 Mich. 89 490 N.W.2d 327
Extracted from page: 39
","People v. Stewart, No. 92542, 441 Mich. 89, 490 N.W.2d 327, 1992 WL 311240 (Mich. Sep. 29, 1992)
","Sep. 29, 1992",Michigan,Overruled by," 1.  People v. Wilson  
902 N.W.2d 378 , 500 Mich. 521 , Mich. , (NO. 154039 )
","July 25, 2017"
"Supreme Court of Michigan. September 22, 1992 441 Mich. 60 490 N.W.2d 314
Extracted from page: 40
","Priesman v. Meridian Mut. Ins. Co., No. 2, 441 Mich. 60, 490 N.W.2d 314, 1992 WL 311238 (Mich. Sep. 22, 1992)
","Sep. 22, 1992",Michigan,Overruled by," 1.  Spectrum Health Hospitals v. Farm Bureau Mut. Ins. Co. of Michigan  
821 N.W.2d 117 , 492 Mich. 503 , Mich. , (NO. 142874 , 143330 )
","July 31, 2012"
"Supreme Court of Michigan. September 30, 1992 441 Mich. 433 491 N.W.2d 545
Extracted from page: 41
","Kassab v. Michigan Basic Property Ins. Ass'n, No. 90387, 441 Mich. 433, 491 N.W.2d 545, 61 USLW 2212, 1992 WL 311291 (Mich. Sep. 30, 1992)
","Sep. 30, 1992",Michigan,Overruled by," 1.  Haynes v. Neshewat  
729 N.W.2d 488 , 477 Mich. 29 , 100 Fair Empl.Prac.Cas. (BNA) 555 , Mich. , (NO. 129206 )
","Mar. 28, 2007"
"Supreme Court of Michigan. December 30, 1986 427 Mich. 602 398 N.W.2d 411
Extracted from page: 51
","Powers v. Detroit Auto. Inter-Insurance Exchange, No. 73156, 427 Mich. 602, 398 N.W.2d 411, 1986 WL 1487349 (Mich. Dec. 30, 1986)
","Dec. 30, 1986",Michigan,Overruled by," 1.  Wilkie v. Auto-Owners Ins. Co.  
664 N.W.2d 776 , 469 Mich. 41 , Mich. , (NO. 119295 )
","July 16, 2003"
"Supreme Court of Michigan. December 30, 1986 427 Mich. 602 398 N.W.2d 411
Extracted from page: 51
","Powers v. Detroit Auto. Inter-Insurance Exchange, No. 73156, 427 Mich. 602, 398 N.W.2d 411, 1986 WL 1487349 (Mich. Dec. 30, 1986)
","Dec. 30, 1986",Michigan,Abrogated by," 2.  Farm Bureau Mut. Ins. Co. of Michigan v. Nikkel 
596 N.W.2d 915 , 460 Mich. 558 , Mich. , (NO. 111341 )
","July 20, 1999"
"Supreme Court of Michigan. March 17, 1942 301 Mich. 212 3 N.W.2d 71
Extracted from page: 55
","Daszkiewicz v. Board of Ed. of City of Detroit, No. 81, 301 Mich. 212, 3 N.W.2d 71 (Mich. Mar. 17, 1942)
","Mar. 17, 1942",Michigan,Overruled by," 1.  Williams v. City of Detroit 
111 N.W.2d 1 , 364 Mich. 231 , Mich. , (NO. 5 )
","Sep. 22, 1961"
"Supreme Court of Michigan. November 24, 1942 303 Mich. 492 6 N.W.2d 883
Extracted from page: 56
","Sweet v. Eddy Paper Corp., No. 12, 303 Mich. 492, 6 N.W.2d 883 (Mich. Nov. 24, 1942)
","Nov. 24, 1942",Michigan,Overruled by," 1.  Autio v. Proksch Const. Co. 
141 N.W.2d 81 , 377 Mich. 517 , Mich. , (NO. 9 JUNE TERM 1965 )
","Apr. 05, 1966"
"Supreme Court of Michigan. May 18, 1942 301 Mich. 564 4 N.W.2d 10
Extracted from page: 57
","Henderson v. Consumers Power Co., No. 29, 301 Mich. 564, 4 N.W.2d 10 (Mich. May 18, 1942)
","May 18, 1942",Michigan,Overruled by," 1.  Autio v. Proksch Const. Co. 
141 N.W.2d 81 , 377 Mich. 517 , Mich. , (NO. 9 JUNE TERM 1965 )
","Apr. 05, 1966"
"Supreme Court of Michigan. June 02, 1941 298 Mich. 207 298 N.W. 504
Extracted from page: 59
","Cadagan v. Great Atlantic & Pacific Tea Co., No. 14, 298 Mich. 207, 298 N.W. 504 (Mich. June 02, 1941)
","June 02, 1941",Michigan,Overruled by," 1.  Felgner v. Anderson 
133 N.W.2d 136 , 375 Mich. 23 , 26 A.L.R.3d 531 , Mich. , (NO. 80 )
","Mar. 01, 1965"
"Supreme Court of Michigan. January 06, 1941 296 Mich. 8 295 N.W. 538
Extracted from page: 59
","Bushie v. Johnson, No. 76, 296 Mich. 8, 295 N.W. 538 (Mich. Jan. 06, 1941)
","Jan. 06, 1941",Michigan,Overruled by," 1.  Bostrom v. Jennings  
40 N.W.2d 97 , 326 Mich. 146 , Mich. , (NO. 13 )
","Dec. 07, 1949"
"Supreme Court of Michigan. May 21, 1941 297 Mich. 487 298 N.W. 105
Extracted from page: 60
","Miller v. Board of Road Com'rs of Manistee County, No. 151 JAN. TERM 1941, 297 Mich. 487, 298 N.W. 105, 136 A.L.R. 575 (Mich. May 21, 1941)
","May 21, 1941",Michigan,Overruled by," 1.  Mead v. State  
5 N.W.2d 740 , 303 Mich. 168 , Mich. , (NO. 78 )
","Oct. 21, 1942"
"Supreme Court of Michigan. June 11, 2014 846 N.W.2d 924 2014 WL 2614925
Extracted from page: 3
","People v. Herron, No. 148677, 846 N.W.2d 924, 2014 WL 2614925 (Mich. June 11, 2014)
","June 11, 2014",Michigan,Overruled by," 1.  People v. Lockridge 
870 N.W.2d 502 , 498 Mich. 358 , Mich. , (NO. 149073 )
","July 29, 2015"
"Supreme Court of Michigan. June 18, 2014 496 Mich. 91 852 N.W.2d 134
Extracted from page: 4
","People v. Wilson, No. 146480, 496 Mich. 91, 852 N.W.2d 134, 2014 WL 2765737 (Mich. June 18, 2014)
","June 18, 2014",Michigan,Abrogated by," 1.  Bravo-Fernandez v. U.S.  
137 S.Ct. 352 , 580 U.S. 5 , 196 L.Ed.2d 242 , 85 USLW 4003 , 16 Cal. Daily Op. Serv. 12,474 , 2016 Daily Journal D.A.R. 11,723 , 26 Fla. L. Weekly Fed. S 391 , U.S. , (NO. 15-537 )
","Nov. 29, 2016"
"Supreme Court of Michigan. March 20, 1913 174 Mich. 80 140 N.W. 486
Extracted from page: 9
","Nelson Grain Co. v. Ann Arbor R. Co., 174 Mich. 80, 140 N.W. 486 (Mich. Mar. 20, 1913)
","Mar. 20, 1913",Michigan,Overruled by," 1.  Winget v. Grand Trunk Western Ry. Co. 
177 N.W. 273 , 210 Mich. 100 , Mich. , (NO. 27 )
","Apr. 10, 1920"
"Supreme Court of Michigan. October 03, 1921 215 Mich. 511 184 N.W. 408
Extracted from page: 10
","Ellsworth v. Massacar, No. 93, 215 Mich. 511, 184 N.W. 408 (Mich. Oct. 03, 1921)
","Oct. 03, 1921",Michigan,Overruled by," 1.  Daley v. LaCroix 
179 N.W.2d 390 , 384 Mich. 4 , Mich. , (NO. 18 )
","Sep. 22, 1970"
"Supreme Court of Michigan. April 19, 1915 185 Mich. 643 152 N.W. 213
Extracted from page: 15
","Klawinski v. Lake Shore & M.S. Ry. Co., No. 167, 185 Mich. 643, 152 N.W. 213, L.R.A. 1916A,342 (Mich. Apr. 19, 1915)
","Apr. 19, 1915",Michigan,Overruled by," 1.  Whetro v. Awkerman  
174 N.W.2d 783 , 383 Mich. 235 , 42 A.L.R.3d 375 , Mich. , (NO. 12 APRIL TERM 1969 , 13 APRIL TERM 1969 )
","Mar. 12, 1970"
"Supreme Court of Michigan. June 14, 1915 187 Mich. 62 153 N.W. 45
Extracted from page: 15
","Flaherty v. Maxwell Motor Co., No. 275, 187 Mich. 62, 153 N.W. 45 (Mich. June 14, 1915)
","June 14, 1915",Michigan,Overruled by," 1.  Poledna v. Bendix Aviation Corp. 
103 N.W.2d 789 , 360 Mich. 129 , 40 Lab.Cas. P 66,599 , Mich. , (NO. 26 JAN. TERM )
","June 06, 1960"
"Supreme Court of Michigan. February 10, 1915 184 Mich. 250 151 N.W. 48
Extracted from page: 18
","Burton v. Lindsay, No. 42, 184 Mich. 250, 151 N.W. 48 (Mich. Feb. 10, 1915)
","Feb. 10, 1915",Michigan,Overruled by," 1.  Alan v. Wayne County 
200 N.W.2d 628 , 388 Mich. 210 , 67 A.L.R.3d 1079 , Mich. , (NO. 10 )
","Aug. 30, 1972"
"Supreme Court of Michigan. December 05, 1890 83 Mich. 471 47 N.W. 442
Extracted from page: 20
","Auditor General v. Reynolds, 83 Mich. 471, 47 N.W. 442 (Mich. Dec. 05, 1890)
","Dec. 05, 1890",Michigan,Overruled by," 1.  Chamberlain v. City of St. Ignace 
52 N.W. 634 , 92 Mich. 332 , Mich.
","June 17, 1892"
"Supreme Court of Michigan. November 14, 1890 83 Mich. 131 47 N.W. 225
Extracted from page: 21
","Dowling v. Salliotte, 83 Mich. 131, 47 N.W. 225 (Mich. Nov. 14, 1890)
","Nov. 14, 1890",Michigan,Overruled by," 1.  Appeal of Lewis 
48 N.W. 580 , 85 Mich. 340 , 24 Am.St.Rep. 94 , Mich.
","Apr. 24, 1891"
"Supreme Court of Michigan. May 26, 2006 475 Mich. 862 714 N.W.2d 290
Extracted from page: 28
","People v. Boatman, No. 129999, 475 Mich. 862, 714 N.W.2d 290, 2006 WL 1502620 (Mich. May 26, 2006)
","May 26, 2006",Michigan,Overruled by," 1.  People v. Brown 
822 N.W.2d 208 , 492 Mich. 684 , Mich. , (NO. 143733 )
","Aug. 16, 2012"
"Supreme Court of Michigan. June 28, 2006 475 Mich. 363 716 N.W.2d 561
Extracted from page: 28
","Michigan Chiropractic Council v. Commissioner of Office of Financial and Ins. Services, No. 126530, 475 Mich. 363, 716 N.W.2d 561, 2006 WL 1767135 (Mich. June 28, 2006)
","June 28, 2006",Michigan,Overruled by," 1.  Lansing Schools Educ. Ass’n v. Lansing Bd. of Educ. 
792 N.W.2d 686 , 487 Mich. 349 , 263 Ed. Law Rep. 360 , Mich. , (NO. 138401 )
","July 31, 2010"
"Supreme Court of Michigan. July 12, 1869 19 Mich. 82 1869 WL 3622
Extracted from page: 30
","Vanderkarr v. Thompson, 19 Mich. 82, 1869 WL 3622 (Mich. July 12, 1869)
","July 12, 1869",Michigan,Overruled by," 1.  Blough v. Steffens 
84 N.W.2d 854 , 349 Mich. 365 , Mich. , (NO. 25 JAN. TERM )
","Sep. 04, 1957"
"Supreme Court of Michigan. February 27, 1978 402 Mich. 266 262 N.W.2d 638
Extracted from page: 32
","People v. Van Wyck, No. 59946, 402 Mich. 266, 262 N.W.2d 638 (Mich. Feb. 27, 1978)
","Feb. 27, 1978",Michigan,Overruled by," 1.  People v. Mendoza  
664 N.W.2d 685 , 468 Mich. 527 , Mich. , (NO. 120630 )
","June 20, 2003"
"Supreme Court of Michigan. December 26, 1978 404 Mich. 51 272 N.W.2d 555
Extracted from page: 33
","State Farm Mut. Auto. Ins. Co. v. Sivey, No. 59774, 404 Mich. 51, 272 N.W.2d 555 (Mich. Dec. 26, 1978)
","Dec. 26, 1978",Michigan,Overruled by," 1.  Titan Ins. Co. v. Hyten 
817 N.W.2d 562 , 491 Mich. 547 , Mich. , (NO. 142774 )
","June 15, 2012"
"Supreme Court of Michigan. May 01, 1978 402 Mich. 506 265 N.W.2d 163
Extracted from page: 34
","People v. Mitchell, No. 15, 402 Mich. 506, 265 N.W.2d 163 (Mich. May 01, 1978)
","May 01, 1978",Michigan,Overruled by," 1.  McDougall v. Schanz 
597 N.W.2d 148 , 461 Mich. 15 , Mich. , (NO. 107956 , 110707 )
","July 30, 1999"
"Supreme Court of Michigan. December 29, 1978 404 Mich. 410 273 N.W.2d 44
Extracted from page: 35
","People v. Helzer, No. 59064, 404 Mich. 410, 273 N.W.2d 44 (Mich. Dec. 29, 1978)
","Dec. 29, 1978",Michigan,Overruled by," 1.  People v. Breidenbach  
798 N.W.2d 738 , 489 Mich. 1 , Mich. , (NO. 140153 )
","Apr. 28, 2011"
"Supreme Court of Michigan. July 24, 1978 403 Mich. 124 268 N.W.2d 230
Extracted from page: 36
","Rosario v. City of Lansing, No. 58025, 403 Mich. 124, 268 N.W.2d 230 (Mich. July 24, 1978)
","July 24, 1978",Michigan,Abrogated by," 1.  Li v. Feldt  
456 N.W.2d 55 , 434 Mich. 584 , Mich. , (NO. 84303 , 85365 )
","Apr. 30, 1990"
"Supreme Court of Michigan. July 24, 1978 403 Mich. 149 268 N.W.2d 525
Extracted from page: 36
","Gerzeski v. State, No. 58321, 403 Mich. 149, 268 N.W.2d 525 (Mich. July 24, 1978)
","July 24, 1978",Michigan,Abrogated by," 1.  Li v. Feldt 
456 N.W.2d 55 , 434 Mich. 584 , Mich. , (NO. 84303 , 85365 )
","Apr. 30, 1990"
"Supreme Court of Michigan. August 30, 1978 403 Mich. 312 269 N.W.2d 159
Extracted from page: 36
","People v. Hilber, No. 2, 403 Mich. 312, 269 N.W.2d 159 (Mich. Aug. 30, 1978)
","Aug. 30, 1978",Michigan,Abrogated by," 1.  People v. Kazmierczak 
605 N.W.2d 667 , 461 Mich. 411 , Mich. , (NO. 113452 )
","Feb. 10, 2000"
"Supreme Court of Michigan. July 07, 1870 21 Mich. 84
Extracted from page: 38
","City of Detroit v. Blackeby, 21 Mich. 84, 1 Mich. N.P. Supp. LXXV, 4 Am. Rep. 450, 1870 WL 4151 (Mich. July 07, 1870)
","July 07, 1870",Michigan,Overruled by," 1.  Williams v. City of Detroit 
111 N.W.2d 1 , 364 Mich. 231 , Mich. , (NO. 5 )
","Sep. 22, 1961"
"Supreme Court of Michigan. January 23, 2002 465 Mich. 526 638 N.W.2d 92
Extracted from page: 41
","People v. Hamilton, No. 118615, 465 Mich. 526, 638 N.W.2d 92, 2002 WL 85641 (Mich. Jan. 23, 2002)
","Jan. 23, 2002",Michigan,Abrogated by," 1.  Bright v. Ailshie 
641 N.W.2d 587 , 465 Mich. 770 , Mich. , (NO. 119111 )
","Apr. 09, 2002"
"Supreme Court of Michigan. August 02, 1994 446 Mich. 99 521 N.W.2d 488
Extracted from page: 46
","Dedes v. Asch, No. 11, 446 Mich. 99, 521 N.W.2d 488, 94 Ed. Law Rep. 487, 1994 WL 513756 (Mich. Aug. 02, 1994)
","Aug. 02, 1994",Michigan,Overruled by," 1.  Robinson v. City of Detroit  
613 N.W.2d 307 , 462 Mich. 439 , Mich. , (NO. 107421 , 110360 )
","July 18, 2000"
"Supreme Court of Michigan. April 19, 1994 445 Mich. 23 517 N.W.2d 1
Extracted from page: 47
","Gardner v. Van Buren Public Schools, No. 11, 445 Mich. 23, 517 N.W.2d 1, 91 Ed. Law Rep. 1105, 1994 WL 236627 (Mich. Apr. 19, 1994)
","Apr. 19, 1994",Michigan,Overruled by," 1.  Robertson v. DaimlerChrysler Corp.  
641 N.W.2d 567 , 465 Mich. 732 , Mich. , (NO. 116276 )
","Apr. 09, 2002"
"Supreme Court of Michigan. December 29, 1994 447 Mich. 624 527 N.W.2d 760
Extracted from page: 47
","Auto Club Group Ins. Co. v. Marzonie, No. 96828, 447 Mich. 624, 527 N.W.2d 760, 1994 WL 760847 (Mich. Dec. 29, 1994)
","Dec. 29, 1994",Michigan,Abrogated by," 1.  Frankenmuth Mut. Ins. Co. v. Masters  
595 N.W.2d 832 , 460 Mich. 105 , Mich. , (NO. 110452 , 110881 )
","June 15, 1999"
"Supreme Court of Michigan. July 12, 1994 445 Mich. 558 519 N.W.2d 864
Extracted from page: 47
","Michigan Millers Mut. Ins. Co. v. Bronson Plating Co., No. 95639, 445 Mich. 558, 519 N.W.2d 864, 63 USLW 2096, 1994 WL 417316 (Mich. July 12, 1994)
","July 12, 1994",Michigan,Overruled by," 1.  Wilkie v. Auto-Owners Ins. Co. 
664 N.W.2d 776 , 469 Mich. 41 , Mich. , (NO. 119295 )
","July 16, 2003"
"Supreme Court of Michigan. August 31, 1994 447 Mich. 217 524 N.W.2d 217
Extracted from page: 49
","People v. Vaughn, No. 11, 447 Mich. 217, 524 N.W.2d 217, 1994 WL 627477 (Mich. Aug. 31, 1994)
","Aug. 31, 1994",Michigan,Abrogated by," 1.  People v. Carines  
597 N.W.2d 130 , 460 Mich. 750 , Mich. , (NO. 110218 )
","July 27, 1999"
"Supreme Court of Michigan. May 02, 1977 400 Mich. 1 252 N.W.2d 779
Extracted from page: 51
","People v. McIntosh, No. 3, 400 Mich. 1, 252 N.W.2d 779 (Mich. May 02, 1977)
","May 02, 1977",Michigan,Overruled by," 1.  People v. Weeder  
674 N.W.2d 372 , 469 Mich. 493 , Mich. , (NO. 120107 )
","Feb. 04, 2004"
