DOCUMENT INFORMATION,PRIMARY CASE INFORMATION,PRIMARY CASE DATE,STATE,TREATMENT,TREATED CASE INFORMATION,TREATED CASE DATE
"Supreme Court of Indiana. May 23, 1899 152 Ind. 652 53 N.E. 921
Extracted from page: 60
","State v. Hogriever, 152 Ind. 652, 53 N.E. 921, 45 L.R.A. 504 (Ind. May 23, 1899)
","May 23, 1899",Indiana,Abrogated by," 1.  Collins v. Day 
644 N.E.2d 72 , Ind. , (NO. 93S02-9411-EX-1120 )
","Nov. 28, 1994"
"Supreme Court of Indiana. November 01, 1899 153 Ind. 375 55 N.E. 95
Extracted from page: 61
","Thrawley v. State, 153 Ind. 375, 55 N.E. 95 (Ind. Nov. 01, 1899)
","Nov. 01, 1899",Indiana,Overruled by," 1.  Antrobus v. State  
254 N.E.2d 873 , 253 Ind. 420 , Ind. , (NO. 169S6 )
","Feb. 03, 1970"
"Supreme Court of Indiana. February 21, 1978 267 Ind. 624 372 N.E.2d 1159
Extracted from page: 3
","Pointon v. State, No. 676S182, 267 Ind. 624, 372 N.E.2d 1159 (Ind. Feb. 21, 1978)
","Feb. 21, 1978",Indiana,Disavowed by," 1.  Lagenour v. State 
376 N.E.2d 475 , 268 Ind. 441 , Ind. , (NO. 277S119 )
","May 30, 1978"
"Supreme Court of Indiana. June 28, 1978 268 Ind. 599 377 N.E.2d 404
Extracted from page: 3
","Jameison v. State, No. 377S184, 268 Ind. 599, 377 N.E.2d 404 (Ind. June 28, 1978)
","June 28, 1978",Indiana,Abrogated by," 1.  Mitchell v. State 
535 N.E.2d 498 , Ind. , (NO. 89S00-8607-CR-632 )
","Mar. 10, 1989"
"Supreme Court of Indiana. November 15, 1978 269 Ind. 588 382 N.E.2d 714
Extracted from page: 3
","Neeley v. State, No. 1276S439, 269 Ind. 588, 382 N.E.2d 714 (Ind. Nov. 15, 1978)
","Nov. 15, 1978",Indiana,Overruled by," 1.  German v. State 
428 N.E.2d 234 , Ind. , (NO. 680 S 162 )
","Dec. 03, 1981"
"Supreme Court of Indiana. February 28, 1944 222 Ind. 253 53 N.E.2d 161
Extracted from page: 8
","Town of Flora v. Indiana Service Corp., No. 27895, 222 Ind. 253, 53 N.E.2d 161 (Ind. Feb. 28, 1944)
","Feb. 28, 1944",Indiana,Abrogated by," 1.  Sullivan v. American Cas. Co. of Reading, Pa. 
605 N.E.2d 134 , Ind. , (NO. 30S04-9212-CV-1022 )
","Dec. 22, 1992"
"Supreme Court of Indiana. December 28, 1944 223 Ind. 70 58 N.E.2d 353
Extracted from page: 9
","Chelf v. State, No. 28019, 223 Ind. 70, 58 N.E.2d 353 (Ind. Dec. 28, 1944)
","Dec. 28, 1944",Indiana,Overruled by," 1.  Zehrlaut v. State 
102 N.E.2d 203 , 230 Ind. 175 , Ind. , (NO. 28731 )
","Dec. 10, 1951"
"Supreme Court of Indiana. June 22, 1950 228 Ind. 450 93 N.E.2d 184
Extracted from page: 10
","Schmittler v. State, No. 28620, 228 Ind. 450, 93 N.E.2d 184 (Ind. June 22, 1950)
","June 22, 1950",Indiana,Overruled by," 1.  State v. Lindsey 
106 N.E.2d 230 , 231 Ind. 126 , Ind. , (NO. 28870 )
","June 03, 1952"
"Supreme Court of Indiana. December 07, 1950 229 Ind. 3 95 N.E.2d 556
Extracted from page: 10
","State ex rel. McManamon v. Blackford Circuit Court, No. 28717, 229 Ind. 3, 95 N.E.2d 556 (Ind. Dec. 07, 1950)
","Dec. 07, 1950",Indiana,Overruled by," 1.  State v. Lindsey 
106 N.E.2d 230 , 231 Ind. 126 , Ind. , (NO. 28870 )
","June 03, 1952"
"Supreme Court of Indiana. November 01, 1847 8 Blackf. 465 1847 WL 2502
Extracted from page: 10
","Greenman v. Pattison, 8 Blackf. 465, 1847 WL 2502 (Ind. Nov. 01, 1847)
","Nov. 01, 1847",Indiana,Overruled by," 1.  Thompson v. Davis 
29 Ind. 264 , 1868 WL 2969 , Ind.
","May 01, 1868"
"Supreme Court of Indiana. February 20, 1919 188 Ind. 79 122 N.E. 1
Extracted from page: 13
","Travis v. Rochester Bridge Co., No. 23549, 188 Ind. 79, 122 N.E. 1 (Ind. Feb. 20, 1919)
","Feb. 20, 1919",Indiana,Abrogated by," 1.  Peters v. Forster  
804 N.E.2d 736 , Ind. , (NO. 42S01-0301-CV-24 )
","Mar. 11, 2004"
"Supreme Court of Indiana. March 29, 1962 242 Ind. 621 181 N.E.2d 526
Extracted from page: 14
","State v. Hi-Jinks, Inc., No. 29898 TO 29910, 242 Ind. 621, 181 N.E.2d 526 (Ind. Mar. 29, 1962)
","Mar. 29, 1962",Indiana,Abrogated by," 1.  Collins v. Day 
644 N.E.2d 72 , Ind. , (NO. 93S02-9411-EX-1120 )
","Nov. 28, 1994"
"Supreme Court of Indiana. December 29, 1948 226 Ind. 655 82 N.E.2d 846
Extracted from page: 17
","Watts v. State, No. 28447, 226 Ind. 655, 82 N.E.2d 846 (Ind. Dec. 29, 1948)
","Dec. 29, 1948",Indiana,Overruled by," 1.  Feggins v. State
359 N.E.2d 517 , 265 Ind. 674 , Ind. , (NO. 676A176 )
","Jan. 25, 1977"
"Supreme Court of Indiana. May 21, 1948 226 Ind. 319 79 N.E.2d 392
Extracted from page: 18
","State v. Stabb, No. 28360, 226 Ind. 319, 79 N.E.2d 392 (Ind. May 21, 1948)
","May 21, 1948",Indiana,Overruled by," 1.  State v. Heslar 
274 N.E.2d 261 , 257 Ind. 307 , Ind. , (NO. 970S216 )
","Oct. 27, 1971"
"Supreme Court of Indiana. January 18, 1918 187 Ind. 78 118 N.E. 353
Extracted from page: 19
","State v. Wrigley, No. 23225, 187 Ind. 78, 118 N.E. 353 (Ind. Jan. 18, 1918)
","Jan. 18, 1918",Indiana,Overruled by," 1.  State v. Pyle 
184 N.E. 776 , 204 Ind. 509 , Ind. , (NO. 26292 )
","Mar. 15, 1933"
"Supreme Court of Indiana. June 28, 1918 187 Ind. 511 120 N.E. 33
Extracted from page: 19
","Harmon v. Bolley, No. 23119, 187 Ind. 511, 120 N.E. 33, 2 A.L.R. 609 (Ind. June 28, 1918)
","June 28, 1918",Indiana,Overruled by," 1.  Board of Com’rs of Wells County v. Falk 
47 N.E.2d 320 , 221 Ind. 376 , 145 A.L.R. 1190 , Ind. , (NO. 27772 )
","Mar. 23, 1943"
"Supreme Court of Indiana. January 23, 1885 99 Ind. 551 1885 WL 4202
Extracted from page: 20
","Bedford, S., O. & B.R. Co. v. Rainbolt, No. 11363, 99 Ind. 551, 1885 WL 4202 (Ind. Jan. 23, 1885)
","Jan. 23, 1885",Indiana,Overruled by," 1.  Union Traction Co. of Indiana v. Berry  
121 N.E. 655 , 188 Ind. 514 , 32 A.L.R. 1171 , Ind. , (NO. 23230 )
","Jan. 31, 1919"
"Supreme Court of Indiana. October 16, 1885 103 Ind. 281 2 N.E. 739
Extracted from page: 20
","Funk v. Davis, 103 Ind. 281, 2 N.E. 739 (Ind. Oct. 16, 1885)
","Oct. 16, 1885",Indiana,Overruled by," 1.  Pate v. Bushong 
69 N.E. 291 , 161 Ind. 533 , 63 L.R.A. 593 , 100 Am.St.Rep. 287 , Ind.
","Dec. 17, 1903"
"Supreme Court of Indiana. February 21, 1889 117 Ind. 435 20 N.E. 284
Extracted from page: 25
","Louisville, N. A. & C. R. Co. v. Snider, 117 Ind. 435, 20 N.E. 284, 10 Am. St. Rep. 60, 3 L.R.A. 434 (Ind. Feb. 21, 1889)
","Feb. 21, 1889",Indiana,Overruled by," 1.  Union Traction Co. of Indiana v. Berry 
121 N.E. 655 , 188 Ind. 514 , 32 A.L.R. 1171 , Ind. , (NO. 23230 )
","Jan. 31, 1919"
"Supreme Court of Indiana. November 26, 1889 122 Ind. 134 22 N.E. 996
Extracted from page: 26
","Sturgis v. Work, 122 Ind. 134, 22 N.E. 996, 17 Am. St. Rep. 349 (Ind. Nov. 26, 1889)
","Nov. 26, 1889",Indiana,Overruled by," 1.  Pate v. Bushong 
69 N.E. 291 , 161 Ind. 533 , 63 L.R.A. 593 , 100 Am.St.Rep. 287 , Ind.
","Dec. 17, 1903"
"Supreme Court of Indiana. November 22, 1889 121 Ind. 147 22 N.E. 976
Extracted from page: 28
","Shirk v. Thomas, 121 Ind. 147, 22 N.E. 976, 16 Am. St. Rep. 381 (Ind. Nov. 22, 1889)
","Nov. 22, 1889",Indiana,Overruled by," 1.  Pugh v. Highley 
53 N.E. 171 , 152 Ind. 252 , 44 L.R.A. 392 , 71 Am.St.Rep. 327 , Ind.
","Mar. 09, 1899"
"Supreme Court of Indiana. May 28, 1889 119 Ind. 201 21 N.E. 554
Extracted from page: 28
","Hornady v. Shields, 119 Ind. 201, 21 N.E. 554 (Ind. May 28, 1889)
","May 28, 1889",Indiana,Overruled by," 1.  Calumet Teaming & Trucking Co. v. Young  
33 N.E.2d 583 , 218 Ind. 468 , Ind. , (NO. 27509 )
","May 02, 1941"
"Supreme Court of Indiana. November 01, 1878 64 Ind. 113 1878 WL 6190
Extracted from page: 31
","Louisville, N.A. & C. Ry. Co. v. Breckenridge, 64 Ind. 113, 1878 WL 6190 (Ind. Nov. 01, 1878)
","Nov. 01, 1878",Indiana,Overruled by," 1.  Terre Haute & I.R. Co. v. Pierce 
95 Ind. 496 , 1884 WL 5310 , Ind. , (NO. 10445 )
","May 27, 1884"
"Supreme Court of Indiana. November 01, 1878 62 Ind. 365 1878 WL 6061
Extracted from page: 31
","Catlett v. Trustees of M. E. Church of Sweetser Station, 62 Ind. 365, 30 Am. Rep. 197, 1878 WL 6061 (Ind. Nov. 01, 1878)
","Nov. 01, 1878",Indiana,Overruled by," 1.  Bryan v. Watson 
26 N.E. 666 , 127 Ind. 42 , 11 L.R.A. 63 , Ind.
","Jan. 28, 1891"
"Supreme Court of Indiana. November 01, 1878 63 Ind. 441 1878 WL 6150
Extracted from page: 31
","State v. Zeitler, 63 Ind. 441, 1878 WL 6150 (Ind. Nov. 01, 1878)
","Nov. 01, 1878",Indiana,Overruled by," 1.  State v. Corll 
73 Ind. 535 , 1881 WL 6384 , Ind. , (NO. 8715 )
","May 01, 1881"
"Supreme Court of Indiana. May 01, 1878 61 Ind. 241 1878 WL 6291
Extracted from page: 32
","Willson v. Nicholson, 61 Ind. 241, 1878 WL 6291 (Ind. May 01, 1878)
","May 01, 1878",Indiana,Overruled by," 1.  Second Nat. Bank of Akron v. Midland Steel Co. 
58 N.E. 833 , 155 Ind. 581 , 52 L.R.A. 307 , Ind.
","Dec. 13, 1900"
"Supreme Court of Indiana. November 01, 1878 65 Ind. 27 1878 WL 6400
Extracted from page: 32
","Hayes v. Brubaker, 65 Ind. 27, 1878 WL 6400 (Ind. Nov. 01, 1878)
","Nov. 01, 1878",Indiana,Overruled by," 1.  Second Nat. Bank of Akron v. Midland Steel Co. 
58 N.E. 833 , 155 Ind. 581 , 52 L.R.A. 307 , Ind.
","Dec. 13, 1900"
"Supreme Court of Indiana. May 01, 1878 60 Ind. 548 1878 WL 6417
Extracted from page: 33
","Emmett v. Yandes, 60 Ind. 548, 1878 WL 6417 (Ind. May 01, 1878)
","May 01, 1878",Indiana,Overruled by," 1.  Scarlett v. Snodgrass 
92 Ind. 262 , 1883 WL 6014 , Ind. , (NO. 10833 )
","Dec. 19, 1883"
"Supreme Court of Indiana. May 01, 1878 61 Ind. 219 1878 WL 5996
Extracted from page: 33
","Calder v. Sheppard, 61 Ind. 219, 1878 WL 5996 (Ind. May 01, 1878)
","May 01, 1878",Indiana,Overruled by," 1.  Grummon v. Holmes 
76 Ind. 585 , 1881 WL 6619 , Ind. , (NO. 8196 )
","Nov. 01, 1881"
"Supreme Court of Indiana. November 01, 1878 64 Ind. 553 1878 WL 6239
Extracted from page: 34
","Williams v. State, 64 Ind. 553, 31 Am. Rep. 135, 1878 WL 6239 (Ind. Nov. 01, 1878)
","Nov. 01, 1878",Indiana,Overruled by," 1.  State v. Moriarty 
74 Ind. 103 , 1881 WL 6411 , Ind. , (NO. 8520 )
","May 01, 1881"
"Supreme Court of Indiana. November 01, 1878 64 Ind. 447 1878 WL 6233
Extracted from page: 34
","Vannoy v. State, 64 Ind. 447, 1878 WL 6233 (Ind. Nov. 01, 1878)
","Nov. 01, 1878",Indiana,Overruled by," 1.  Keiser v. State 
78 Ind. 430 , 1881 WL 6752 , Ind. , (NO. 9936 )
","Nov. 01, 1881"
"Supreme Court of Indiana. May 01, 1878 60 Ind. 452 1878 WL 6272
Extracted from page: 35
","Ayers v. Hays, 60 Ind. 452, 1878 WL 6272 (Ind. May 01, 1878)
","May 01, 1878",Indiana,Overruled by," 1.  Reeves v. Hayes  
95 Ind. 521 , 1884 WL 5312 , Ind. , (NO. 7894 )
","Mar. 25, 1884"
"Supreme Court of Indiana. May 01, 1878 60 Ind. 580 1878 WL 6420
Extracted from page: 36
","House v. Board of Com'rs of Montgomery County, 60 Ind. 580, 28 Am. Rep. 657, 1878 WL 6420 (Ind. May 01, 1878)
","May 01, 1878",Indiana,Overruled by," 1.  Board of Com’rs of Jasper County v. Allman  
42 N.E. 206 , 142 Ind. 573 , 39 L.R.A. 58 , Ind.
","Nov. 25, 1895"
"Supreme Court of Indiana. May 01, 1878 61 Ind. 117 1878 WL 5987
Extracted from page: 36
","Harris v. Harris, 61 Ind. 117, 1878 WL 5987 (Ind. May 01, 1878)
","May 01, 1878",Indiana,Overruled by," 1.  Evansville Ice & Cold-Storage Co. v. Winsor (State Report Title: Evansville Ice & Cold Storage Co. v. Winsor)  
48 N.E. 592 , 148 Ind. 682 , Ind.
","Nov. 16, 1897"
"Supreme Court of Indiana. November 01, 1878 64 Ind. 498 1878 WL 6237
Extracted from page: 36
","Bonnell v. State, 64 Ind. 498, 1878 WL 6237 (Ind. Nov. 01, 1878)
","Nov. 01, 1878",Indiana,Overruled by," 1.  Lefler v. State 
54 N.E. 439 , 153 Ind. 82 , 45 L.R.A. 424 , 74 Am.St.Rep. 300 , Ind.
","June 28, 1899"
"Supreme Court of Indiana. November 01, 1876 55 Ind. 82 1876 WL 6612
Extracted from page: 40
","Schlosser v. State, 55 Ind. 82, 1876 WL 6612 (Ind. Nov. 01, 1876)
","Nov. 01, 1876",Indiana,Overruled by," 1.  Myers v. State 
93 Ind. 251 , 1884 WL 5162 , Ind. , (NO. 11322 )
","Feb. 21, 1884"
"Supreme Court of Indiana. November 01, 1876 55 Ind. 381 1876 WL 6751
Extracted from page: 40
","Richardson v. State ex rel. Crow, 55 Ind. 381, 1876 WL 6751 (Ind. Nov. 01, 1876)
","Nov. 01, 1876",Indiana,Overruled by," 1.  Baldridge v. State 
69 Ind. 166 , 1879 WL 5861 , Ind.
","Nov. 01, 1879"
"Supreme Court of Indiana. November 01, 1876 55 Ind. 278 1876 WL 6636
Extracted from page: 41
","Vawter v. Gilliland, 55 Ind. 278, 1876 WL 6636 (Ind. Nov. 01, 1876)
","Nov. 01, 1876",Indiana,Overruled by," 1.  Cooper v. Harmon 
83 N.E. 704 , 170 Ind. 113 , Ind. , (NO. 21,177 )
","Feb. 21, 1908"
"Supreme Court of Indiana. November 01, 1876 53 Ind. 454 1876 WL 6695
Extracted from page: 41
","Grover & Baker Sewing Mach. Co. v. Butler, 53 Ind. 454, 21 Am. Rep. 200, 1876 WL 6695 (Ind. Nov. 01, 1876)
","Nov. 01, 1876",Indiana,Overruled by," 1.  Brechbill v. Randall 
1 N.E. 362 , 102 Ind. 528 , 52 Am.Rep. 695 , Ind.
","May 26, 1885"
"Supreme Court of Indiana. November 01, 1876 54 Ind. 501 1876 WL 6587
Extracted from page: 41
","Wallace v. Lawyer, 54 Ind. 501, 23 Am. Rep. 661, 1876 WL 6587 (Ind. Nov. 01, 1876)
","Nov. 01, 1876",Indiana,Overruled by," 1.  Fowler v. Griffin 
83 Ind. 297 , 1882 WL 19964 , Ind. , (NO. 8858 )
","May 01, 1882"
"Supreme Court of Indiana. November 01, 1876 55 Ind. 176 1876 WL 6857
Extracted from page: 42
","Ex parte Jones, 55 Ind. 176, 1876 WL 6857 (Ind. Nov Term 1876)
",Nov Term 1876,Indiana,Abrogated by," 1.  Fry v. State  
990 N.E.2d 429 , Ind. , (NO. 09S00-1205-CR-361 )
","June 25, 2013"
"Supreme Court of Indiana. November 01, 1876 54 Ind. 260 1876 WL 6714
Extracted from page: 42
","Hays v. Crutcher, 54 Ind. 260, 1876 WL 6714 (Ind. Nov. 01, 1876)
","Nov. 01, 1876",Indiana,Overruled by," 1.  Second Nat. Bank of Akron v. Midland Steel Co. 
58 N.E. 833 , 155 Ind. 581 , 52 L.R.A. 307 , Ind.
","Dec. 13, 1900"
"Supreme Court of Indiana. March 27, 1986 490 N.E.2d 725
Extracted from page: 48
","North Tp. Advisory Bd. v. Mamala, No. 1085 S 410, 490 N.E.2d 725 (Ind. Mar. 27, 1986)
","Mar. 27, 1986",Indiana,Abrogated by," 1.  Municipal City of South Bend v. Kimsey  
781 N.E.2d 683 , Ind. , (NO. 71S03-0203-CV-183 )
","Jan. 15, 2003"
"Supreme Court of Indiana. November 07, 1986 499 N.E.2d 264
Extracted from page: 50
","Washburn v. State, No. 185 S 31, 499 N.E.2d 264 (Ind. Nov. 07, 1986)
","Nov. 07, 1986",Indiana,Overruled by," 1.  Ludy v. State 
784 N.E.2d 459 , Ind. , (NO. 49S02-0303-CR-99 )
","Mar. 06, 2003"
"Supreme Court of Indiana. August 14, 1986 496 N.E.2d 383
Extracted from page: 52
","Graves v. State, No. 4-285A45, 496 N.E.2d 383 (Ind. Aug. 14, 1986)
","Aug. 14, 1986",Indiana,Abrogated by," 1.  Fajardo v. State 
859 N.E.2d 1201 , Ind. , (NO. 32S01-0606-CR-237 )
","Jan. 16, 2007"
"Supreme Court of Indiana. February 21, 1986 489 N.E.2d 49
Extracted from page: 52
","Vincent v. State, No. 1184 S 469, 489 N.E.2d 49 (Ind. Feb. 21, 1986)
","Feb. 21, 1986",Indiana,Overruled by," 1.  Wright v. State 
658 N.E.2d 563 , Ind. , (NO. 45S03-9504-CR-418 )
","Nov. 17, 1995"
"Supreme Court of Indiana. October 21, 1986 498 N.E.2d 918
Extracted from page: 52
","Clark v. State, No. 784 S 274, 498 N.E.2d 918 (Ind. Oct. 21, 1986)
","Oct. 21, 1986",Indiana,Abrogated by," 1.  Horton v. California 
110 S.Ct. 2301 , 496 U.S. 128 , 110 L.Ed.2d 112 , 58 USLW 4694 , U.S.Cal. , (NO. 88-7164 )
","June 04, 1990"
"Supreme Court of Indiana. September 03, 1986 497 N.E.2d 210
Extracted from page: 53
","Brooks v. State, No. 984 S 363, 497 N.E.2d 210 (Ind. Sep. 03, 1986)
","Sep. 03, 1986",Indiana,Abrogated by," 1.  Fajardo v. State 
859 N.E.2d 1201 , Ind. , (NO. 32S01-0606-CR-237 )
","Jan. 16, 2007"
"Supreme Court of Indiana. April 01, 1986 490 N.E.2d 1083
Extracted from page: 55
","Hansford v. State, No. 384 S 102, 490 N.E.2d 1083 (Ind. Apr. 01, 1986)
","Apr. 01, 1986",Indiana,Abrogated by," 1.  Richardson v. State 
717 N.E.2d 32 , Ind. , (NO. 67S01-9910-CR-506 )
","Oct. 01, 1999"
"Supreme Court of Indiana. March 11, 1986 490 N.E.2d 260 1986 WL 1383551
Extracted from page: 55
","Dorsey v. State, No. 883 S 303, 490 N.E.2d 260, 1986 WL 1383551 (Ind. Mar. 11, 1986)
","Mar. 11, 1986",Indiana,Overruled by," 1.  Wright v. State 
658 N.E.2d 563 , Ind. , (NO. 45S03-9504-CR-418 )
","Nov. 17, 1995"
"Supreme Court of Indiana. May 01, 1883 89 Ind. 133 1883 WL 5522
Extracted from page: 56
","Burst v. State, No. 10979, 89 Ind. 133, 1883 WL 5522 (Ind. May 01, 1883)
","May 01, 1883",Indiana,Overruled by," 1.  State v. Smith 
61 N.E. 566 , 157 Ind. 241 , 87 Am.St.Rep. 205 , Ind.
","Oct. 09, 1901"
"Supreme Court of Indiana. November 28, 1983 456 N.E.2d 386
Extracted from page: 58
","Sims v. State, No. 582 S 181, 456 N.E.2d 386 (Ind. Nov. 28, 1983)
","Nov. 28, 1983",Indiana,Overruled by," 1.  Wright v. State 
658 N.E.2d 563 , Ind. , (NO. 45S03-9504-CR-418 )
","Nov. 17, 1995"
