DOCUMENT INFORMATION,PRIMARY CASE INFORMATION,PRIMARY CASE DATE,STATE,TREATMENT,TREATED CASE INFORMATION,TREATED CASE DATE
"Supreme Court of Colorado. July 07, 1924 76 Colo. 17 227 P. 840
Extracted from page: 1
","City and County of Denver v. Burrows, No. 10862, 76 Colo. 17, 227 P. 840 (Colo. July 07, 1924)
","July 07, 1924",Colorado,Overruled by," 1.  Parker v. City and County of Denver  
262 P.2d 553 , 128 Colo. 355 , 37 A.L.R.2d 1177 , Colo. , (NO. 16830 )
","Oct. 19, 1953"
"Supreme Court of Colorado. March 03, 1924 75 Colo. 90 224 P. 222
Extracted from page: 3
","Charles v. Sprott, No. 10688, 75 Colo. 90, 224 P. 222 (Colo. Mar. 03, 1924)
","Mar. 03, 1924",Colorado,Overruled by," 1.  Andrews v. Lull 
341 P.2d 475 , 139 Colo. 536 , Colo. , (NO. 18939 )
","June 29, 1959"
"Supreme Court of Colorado. September 13, 1937 101 Colo. 155 71 P.2d 1042
Extracted from page: 10
","McRae v. People, No. 14085, 101 Colo. 155, 71 P.2d 1042 (Colo. Sep. 13, 1937)
","Sep. 13, 1937",Colorado,Abrogated by," 1.  Wright v. People 
171 P.2d 990 , 115 Colo. 247 , Colo. , (NO. 15525 )
","Aug. 05, 1946"
"Supreme Court of Colorado. March 01, 1937 100 Colo. 120 66 P.2d 323
Extracted from page: 13
","Elleman v. Industrial Com'n of Colo., No. 14100, 100 Colo. 120, 66 P.2d 323 (Colo. Mar. 01, 1937)
","Mar. 01, 1937",Colorado,Overruled by," 1.  Lockwood v. Travelers Ins. Co. 
498 P.2d 947 , 179 Colo. 103 , Colo. , (NO. 25257 )
","July 03, 1972"
"Supreme Court of Colorado. October 04, 1937 101 Colo. 406 74 P.2d 668
Extracted from page: 15
","People ex rel. Atty. Gen. v. Jersin, No. 14072, 101 Colo. 406, 74 P.2d 668 (Colo. Oct. 04, 1937)
","Oct. 04, 1937",Colorado,Overruled by," 1.  Conway-Bogue Realty Inv. Co. v. Denver Bar Ass’n 
312 P.2d 998 , 135 Colo. 398 , Colo. , (NO. 17661 , 17662 , 17663 )
","June 10, 1957"
"14, 1970 173 Colo. 299 477 P.2d 791
Extracted from page: 16
","People v. Archer, No. 24812, 173 Colo. 299, 477 P.2d 791 (Colo. Dec. 14, 1970)
","Dec. 14, 1970",Colorado,Overruled by," 1.  People v. Kirkland 
483 P.2d 1349 , 174 Colo. 362 , Colo. , (NO. 24721 )
","Apr. 26, 1971"
"Department. March 16, 1970 171 Colo. 261 466 P.2d 919
Extracted from page: 23
","Velarde v. People, No. 23237, 171 Colo. 261, 466 P.2d 919 (Colo. Mar. 16, 1970)
","Mar. 16, 1970",Colorado,Overruled by," 1.  Jorgenson v. People 
482 P.2d 962 , 174 Colo. 144 , Colo. , (NO. 23208 )
","Mar. 29, 1971"
"16, 1990 790 P.2d 804 1990 WL 43180
Extracted from page: 25
","People v. Saathoff, No. 88SA244, 790 P.2d 804, 1990 WL 43180 (Colo. Apr. 16, 1990)
","Apr. 16, 1990",Colorado,Overruled by," 1.  People v. Dunlap 
975 P.2d 723 , 1999 CJ C.A.R. 1199 , Colo. , (NO. 96SA245 )
","Mar. 08, 1999"
"10, 1990 797 P.2d 37 1990 WL 129127
Extracted from page: 26
","Alvarez v. People, No. 89SC169, 797 P.2d 37, 1990 WL 129127 (Colo. Sep. 10, 1990)
","Sep. 10, 1990",Colorado,Abrogated by," 1.  Melton v. People  
451 P.3d 415 , 2019 CO 89 , Colo. , (NO. 14SC282 )
","Nov. 04, 2019"
"09, 1990 799 P.2d 942 1990 WL 149774
Extracted from page: 27
","Bloomer v. Board of County Com'rs of Boulder County, No. 89SC267, 799 P.2d 942, 1990 WL 149774 (Colo. Oct. 09, 1990)
","Oct. 09, 1990",Colorado,Overruled by," 1.  Bertrand v. Board of County Com’rs of Park County 
872 P.2d 223 , Colo. , (NO. 93SC95 )
","Apr. 18, 1994"
"12, 1990 786 P.2d 1100 1990 WL 10864
Extracted from page: 29
","People v. Czemerynski, No. 88SA280, 786 P.2d 1100, 1990 WL 10864 (Colo. Feb. 12, 1990)
","Feb. 12, 1990",Colorado,Abrogated by," 1.  Rojas v. People  
504 P.3d 296 , 2022 CO 8 , Colo. , (NO. 20SC399 )
","Feb. 22, 2022"
"24, 1990 796 P.2d 982 1990 WL 136694
Extracted from page: 30
","People v. Wieser, No. 90SA58, 796 P.2d 982, 1990 WL 136694 (Colo. Sep. 24, 1990)
","Sep. 24, 1990",Colorado,Abrogated by," 1.  People v. Esparza 
272 P.3d 367 , 2012 CO 22 , Colo. , (NO. 11SA234 )
","Mar. 26, 2012"
"09, 1990 795 P.2d 242 1990 WL 93071
Extracted from page: 31
","Montero v. Meyer, No. 88SA469, 795 P.2d 242, 1990 WL 93071 (Colo. July 09, 1990)
","July 09, 1990",Colorado,Overruled by," 1.  Buckley v. Chilcutt  
968 P.2d 112 , 98 CJ C.A.R. 5830 , Colo. , (NO. 98SA378 )
","Nov. 23, 1998"
"14, 1990 794 P.2d 159 1990 WL 61639
Extracted from page: 33
","People v. Davis, No. 87SA288, 794 P.2d 159, 1990 WL 61639 (Colo. May 14, 1990)
","May 14, 1990",Colorado,Overruled by," 1.  People v. Miller 
113 P.3d 743 , Colo. , (NO. 04SC414 )
","June 06, 2005"
"21, 1956 133 Colo. 497 297 P.2d 538
Extracted from page: 34
","Bustamante v. People, No. 17802, 133 Colo. 497, 297 P.2d 538 (Colo. May 21, 1956)
","May 21, 1956",Colorado,Overruled by," 1.  People v. Novotny  
320 P.3d 1194 , 2014 CO 18 , Colo. , (NO. 10SC377 , 11SC509 )
","Mar. 17, 2014"
"25, 1956 134 Colo. 15 300 P.2d 535
Extracted from page: 37
","Young Life Campaign v. Board of County Com'rs of Chaffee County, No. 17750, 134 Colo. 15, 300 P.2d 535 (Colo. June 25, 1956)
","June 25, 1956",Colorado,Overruled by," 1.  General Conference of Church of God-7th Day v. Carper  
557 P.2d 832 , 192 Colo. 178 , Colo. , (NO. 27063 )
","Dec. 06, 1976"
"22, 1956 134 Colo. 290 302 P.2d 737
Extracted from page: 37
","Graham v. People, No. 18058, 134 Colo. 290, 302 P.2d 737 (Colo. Oct. 22, 1956)
","Oct. 22, 1956",Colorado,Abrogated by," 1.  Callis v. People 
692 P.2d 1045 , Colo. , (NO. 83SC110 )
","Dec. 10, 1984"
"19, 1994 886 P.2d 280 1994 WL 703338
Extracted from page: 40
","People v. May, No. 94SA261, 886 P.2d 280, 1994 WL 703338 (Colo. Dec. 19, 1994)
","Dec. 19, 1994",Colorado,Abrogated by," 1.  People v. Esparza 
272 P.3d 367 , 2012 CO 22 , Colo. , (NO. 11SA234 )
","Mar. 26, 2012"
"18, 1994 874 P.2d 1025 1994 WL 135867
Extracted from page: 44
","People v. Mershon, No. 92SC598, 874 P.2d 1025, 1994 WL 135867 (Colo. Apr. 18, 1994)
","Apr. 18, 1994",Colorado,Abrogated by," 1.  Melton v. People  
451 P.3d 415 , 2019 CO 89 , Colo. , (NO. 14SC282 )
","Nov. 04, 2019"
"17, 1994 882 P.2d 1366 1994 WL 562301
Extracted from page: 46
","People v. Quintana, No. 93SC428, 882 P.2d 1366, 1994 WL 562301 (Colo. Oct. 17, 1994)
","Oct. 17, 1994",Colorado,Abrogated by," 1.  Rojas v. People  
504 P.3d 296 , 2022 CO 8 , Colo. , (NO. 20SC399 )
","Feb. 22, 2022"
"Supreme Court of Colorado. July 05, 1921 70 Colo. 228 199 P. 482
Extracted from page: 47
","Employers' Mut. Ins. Co. v. Industrial Com'n of Colo., No. 10021, 70 Colo. 228, 199 P. 482 (Colo. July 05, 1921)
","July 05, 1921",Colorado,Overruled by," 1.  Great Am. Indem. Co. v. Industrial Com’n 
162 P.2d 413 , 114 Colo. 91 , Colo. , (NO. 15644 )
","Sep. 24, 1945"
"Supreme Court of Colorado. April 04, 1921 70 Colo. 154 198 P. 156
Extracted from page: 50
","Parsons v. Parsons, No. 10033, 70 Colo. 154, 198 P. 156 (Colo. Apr. 04, 1921)
","Apr. 04, 1921",Colorado,Overruled by," 1.  Walton v. Walton 
278 P. 780 , 86 Colo. 1 , Colo. , (NO. 12200 )
","Mar. 04, 1929"
"19, 1985 708 P.2d 785
Extracted from page: 51
","People v. Rice, No. 85SA63, 708 P.2d 785 (Colo. Aug. 19, 1985)
","Aug. 19, 1985",Colorado,Overruled by," 1.  People v. Richards 
748 P.2d 341 , Colo. , (NO. 87SA152 )
","Dec. 21, 1987"
"26, 1985 705 P.2d 505
Extracted from page: 52
","Graham v. People, No. 83SC374, 705 P.2d 505 (Colo. Aug. 26, 1985)
","Aug. 26, 1985",Colorado,Overruled by," 1.  People v. Miller 
113 P.3d 743 , Colo. , (NO. 04SC414 )
","June 06, 2005"
"Supreme Court of Colorado. September 23, 1985 706 P.2d 766
Extracted from page: 53
","People v. Cummings, No. 85SA39, 706 P.2d 766 (Colo. Sep. 23, 1985)
","Sep. 23, 1985",Colorado,Abrogated by," 1.  Horton v. California 
110 S.Ct. 2301 , 496 U.S. 128 , 110 L.Ed.2d 112 , 58 USLW 4694 , U.S.Cal. , (NO. 88-7164 )
","June 04, 1990"
"08, 1985 704 P.2d 317
Extracted from page: 56
","Blades v. DaFoe, No. 83SC306, 704 P.2d 317 (Colo. July 08, 1985)
","July 08, 1985",Colorado,Overruled by," 1.  Laura A. Newman, LLC v. Roberts  
365 P.3d 972 , 2016 CO 9 , Colo. , (NO. 13SC339 )
","Feb. 08, 2016"
"08, 1985 704 P.2d 317
Extracted from page: 56
","Blades v. DaFoe, No. 83SC306, 704 P.2d 317 (Colo. July 08, 1985)
","July 08, 1985",Colorado,Abrogated by," 2.  Vigil v. People
455 P.3d 332 , 2019 CO 105 , Colo. , (NO. 15SC770 )
","Dec. 16, 2019"
"11, 1985 696 P.2d 796
Extracted from page: 58
","People v. Aalbu, No. 83SA141, 696 P.2d 796 (Colo. Mar. 11, 1985)
","Mar. 11, 1985",Colorado,Overruled by," 1.  Bondsteel v. People 
439 P.3d 847 , 2019 CO 26 , Colo. , (NO. 15SC1096 )
","Apr. 22, 2019"
"21, 1996 924 P.2d 1060 1996 WL 599285
Extracted from page: 59
","Butler v. Zavaras, No. 96SA72, 924 P.2d 1060, 1996 WL 599285 (Colo. Oct. 21, 1996)
","Oct. 21, 1996",Colorado,Overruled by," 1.  Jones v. Williams 
443 P.3d 56 , 2019 CO 61 , Colo. , (NO. 18SA189 )
","June 24, 2019"
"29, 1963 152 Colo. 596 384 P.2d 82
Extracted from page: 3
","Tesone v. School Dist. No. Re-2, in Boulder County, No. 20293, 152 Colo. 596, 384 P.2d 82 (Colo. July 29, 1963)
","July 29, 1963",Colorado,Overruled by," 1.  Evans v. Board of County Com’rs of El Paso County 
482 P.2d 968 , 174 Colo. 97 , Colo. , (NO. C-10 )
","Mar. 22, 1971"
"09, 1963 153 Colo. 157 385 P.2d 131
Extracted from page: 5
","Whitten v. Coit, No. 20032, 153 Colo. 157, 385 P.2d 131 (Colo. Sep. 09, 1963)
","Sep. 09, 1963",Colorado,Abrogated by," 1.  State, Dept. of Natural Resources, Div. of Water Resources, State Engineer v. Southwestern Colorado Water Conservation Dist.  
671 P.2d 1294 , Colo. , (NO. 79SA38 )
","July 18, 1983"
"07, 1982 650 P.2d 565
Extracted from page: 9
","People v. Bean, No. 80SC254, 650 P.2d 565 (Colo. Sep. 07, 1982)
","Sep. 07, 1982",Colorado,Overruled by," 1.  People v. Higinbotham 
712 P.2d 993 , Colo. , (NO. 83SA494 )
","Jan. 21, 1986"
"05, 1982 644 P.2d 916
Extracted from page: 10
","People v. Flowers, No. 79SA321, 644 P.2d 916 (Colo. Apr. 05, 1982)
","Apr. 05, 1982",Colorado,Abrogated by," 1.  People v. Elmarr  
351 P.3d 431 , 2015 CO 53 , Colo. , (NO. 14SA35 )
","June 29, 2015"
"31, 1966 159 Colo. 139 410 P.2d 517
Extracted from page: 15
","McNamara v. People, No. 21281, 159 Colo. 139, 410 P.2d 517 (Colo. Jan. 31, 1966)
","Jan. 31, 1966",Colorado,Overruled by," 1.  Jones v. Williams  
443 P.3d 56 , 2019 CO 61 , Colo. , (NO. 18SA189 )
","June 24, 2019"
"02, 1961 148 Colo. 79 365 P.2d 266
Extracted from page: 16
","State v. Morison, No. 19488, 148 Colo. 79, 365 P.2d 266 (Colo. Oct. 02, 1961)
","Oct. 02, 1961",Colorado,Overruled by," 1.  Evans v. Board of County Com’rs of El Paso County 
482 P.2d 968 , 174 Colo. 97 , Colo. , (NO. C-10 )
","Mar. 22, 1971"
"Department. July 24, 1961 147 Colo. 283 363 P.2d 681
Extracted from page: 17
","National Farmers Union Life Ins. Co. v. Norwood, No. 19312, 147 Colo. 283, 363 P.2d 681 (Colo. July 24, 1961)
","July 24, 1961",Colorado,Overruled by," 1.  Lockwood v. Travelers Ins. Co.  
498 P.2d 947 , 179 Colo. 103 , Colo. , (NO. 25257 )
","July 03, 1972"
"24, 1961 146 Colo. 247 361 P.2d 982
Extracted from page: 18
","Woolverton v. City and County of Denver, No. 19275, 146 Colo. 247, 361 P.2d 982 (Colo. Apr. 24, 1961)
","Apr. 24, 1961",Colorado,Overruled by," 1.  Vela v. People 
484 P.2d 1204 , 174 Colo. 465 , Colo. , (NO. C-45 )
","May 10, 1971"
"22, 1967 162 Colo. 593 428 P.2d 359
Extracted from page: 19
","Clark v. City of Colorado Springs, No. 21285, 162 Colo. 593, 428 P.2d 359 (Colo. May 22, 1967)
","May 22, 1967",Colorado,Overruled by," 1.  Board of County Com’rs of Adams County v. City of Thornton 
629 P.2d 605 , Colo. , (NO. 79SC112 , 79SC113 )
","June 08, 1981"
"06, 1967 162 Colo. 77 424 P.2d 387
Extracted from page: 20
","Gomez v. People, No. 22395, 162 Colo. 77, 424 P.2d 387 (Colo. Mar. 06, 1967)
","Mar. 06, 1967",Colorado,Overruled by," 1.  People v. Williams  
984 P.2d 56 , 1999 CJ C.A.R. 3928 , Colo. , (NO. 98SC109 )
","June 28, 1999"
"Department. November 20, 1967 164 Colo. 217 433 P.2d 767
Extracted from page: 21
","Borquez v. John Burbank Trucking, No. 21758, 164 Colo. 217, 433 P.2d 767 (Colo. Nov. 20, 1967)
","Nov. 20, 1967",Colorado,Overruled by," 1.  Estate of Huey by Huey v. J.C. Trucking, Inc. 
837 P.2d 1218 , Colo. , (NO. 91SC593 )
","Sep. 21, 1992"
"18, 1967 163 Colo. 503 431 P.2d 765
Extracted from page: 23
","Martinez v. People, No. 22688, 163 Colo. 503, 431 P.2d 765 (Colo. Sep. 18, 1967)
","Sep. 18, 1967",Colorado,Overruled by," 1.  People v. Williams  
984 P.2d 56 , 1999 CJ C.A.R. 3928 , Colo. , (NO. 98SC109 )
","June 28, 1999"
"Department. May 22, 1967 162 Colo. 582 427 P.2d 875
Extracted from page: 23
","Ashford v. Burnham Aviation Service, Inc., No. 21332, 162 Colo. 582, 427 P.2d 875 (Colo. May 22, 1967)
","May 22, 1967",Colorado,Abrogated by," 1.  Public Service Co. of Colorado v. District Court In and For City and County of Denver  
638 P.2d 772 , Colo. , (NO. 81SA192 )
","Dec. 28, 1981"
"Department. November 13, 1967 164 Colo. 173 433 P.2d 325
Extracted from page: 27
","Big Sandy School Dist. No. 100-J, Elbert County v. Carroll, No. 21722, 164 Colo. 173, 433 P.2d 325 (Colo. Nov. 13, 1967)
","Nov. 13, 1967",Colorado,Overruled by," 1.  Normandy Estates Metropolitan Recreation Dist. v. Normandy Estates, Ltd. 
553 P.2d 386 , 191 Colo. 292 , Colo. , (NO. C-691 )
","July 19, 1976"
"31, 1960 143 Colo. 203 352 P.2d 799
Extracted from page: 29
","Hackett v. Tinsley, No. 19301, 143 Colo. 203, 352 P.2d 799 (Colo. May 31, 1960)
","May 31, 1960",Colorado,Overruled by," 1.  People v. Chavez  
621 P.2d 1362 , Colo. , (NO. 79SA358 )
","Jan. 05, 1981"
"31, 1960 143 Colo. 246 353 P.2d 612
Extracted from page: 29
","Berger v. Department of Highways, No. 19282, 143 Colo. 246, 353 P.2d 612 (Colo. May 31, 1960)
","May 31, 1960",Colorado,Overruled by," 1.  Evans v. Board of County Com’rs of El Paso County 
482 P.2d 968 , 174 Colo. 97 , Colo. , (NO. C-10 )
","Mar. 22, 1971"
"Department. December 19, 1960 145 Colo. 1 357 P.2d 624
Extracted from page: 31
","Drake v. Lerner Shops of Colorado, Inc., No. 19129, 145 Colo. 1, 357 P.2d 624 (Colo. Dec. 19, 1960)
","Dec. 19, 1960",Colorado,Overruled by," 1.  Mile High Fence Co. v. Radovich 
489 P.2d 308 , 175 Colo. 537 , Colo. , (NO. C-31 )
","Sep. 20, 1971"
"31, 1960 143 Colo. 240 353 P.2d 609
Extracted from page: 33
","Faber v. State, No. 18700, 143 Colo. 240, 353 P.2d 609 (Colo. May 31, 1960)
","May 31, 1960",Colorado,Overruled by," 1.  Evans v. Board of County Com’rs of El Paso County 
482 P.2d 968 , 174 Colo. 97 , Colo. , (NO. C-10 )
","Mar. 22, 1971"
"20, 2009 200 P.3d 363 2009 WL 277541
Extracted from page: 42
","People v. Greenlee, No. 08SC10, 200 P.3d 363, 2009 WL 277541 (Colo. Jan. 20, 2009)
","Jan. 20, 2009",Colorado,Abrogated by," 1.  Rojas v. People  
504 P.3d 296 , 2022 CO 8 , Colo. , (NO. 20SC399 )
","Feb. 22, 2022"
"01, 1877 3 Colo. 238 1877 WL 376
Extracted from page: 50
","Munro v. King, 3 Colo. 238, 1877 WL 376 (Colo. Apr. 01, 1877)
","Apr. 01, 1877",Colorado,Overruled by," 1.  Watson v. Lemen 
11 P. 88 , 9 Colo. 200 , Colo.
","May 18, 1886"
"01, 1877 3 Colo. 187 1877 WL 363
Extracted from page: 51
","Smith v. Pipe, 3 Colo. 187, 1877 WL 363 (Colo. Apr. 01, 1877)
","Apr. 01, 1877",Colorado,Overruled by," 1.  Cheney v. Crandell 
65 P. 56 , 28 Colo. 383 , Colo.
","Apr. 08, 1901"
"16, 2002 54 P.3d 386 2002 WL 31086117
Extracted from page: 53
","Gallagher v. Board of Trustees for University of Northern Colorado, No. 00SC895, 54 P.3d 386, 147 Lab. Cas. P 59658, 169 Ed. Law Rep. 711, 19 IER Cases 104, 2002 WL 31086117 (Colo. Sep. 16, 2002)
","Sep. 16, 2002",Colorado,Abrogated by," 1.  Martinez v. Estate of Bleck  
379 P.3d 315 , 2016 CO 58 , Colo. , (NO. 14SC346 )
","Sep. 12, 2016"
"28, 2002 48 P.3d 520 2002 WL 1050428
Extracted from page: 55
","People v. Deroulet, No. 00SC626, 48 P.3d 520, 2002 WL 1050428 (Colo. May 28, 2002)
","May 28, 2002",Colorado,Abrogated by," 1.  Wells-Yates v. People  
454 P.3d 191 , 2019 CO 90M , Colo. , (NO. 16SC592 )
","Nov. 04, 2019"
"Supreme Court of Colorado. October 02, 1922 72 Colo. 171 210 P. 72
Extracted from page: 5
","Ruple v. Taughenbaugh, No. 10205, 72 Colo. 171, 210 P. 72 (Colo. Oct. 02, 1922)
","Oct. 02, 1922",Colorado,Overruled by," 1.  Schneiker v. Gordon 
732 P.2d 603 , Colo. , (NO. 85SC33 )
","Feb. 09, 1987"
"Supreme Court of Colorado. December 04, 1922 72 Colo. 350 211 P. 381
Extracted from page: 6
","Curtis v. People, No. 10283, 72 Colo. 350, 211 P. 381 (Colo. Dec. 04, 1922)
","Dec. 04, 1922",Colorado,Overruled by," 1.  Adrian v. People 
770 P.2d 1243 , Colo. , (NO. 87SC254 )
","Mar. 13, 1989"
"Supreme Court of Colorado. November 06, 1922 72 Colo. 209 210 P. 324
Extracted from page: 8
","People v. Billig, No. 10506, 72 Colo. 209, 210 P. 324 (Colo. Nov. 06, 1922)
","Nov. 06, 1922",Colorado,Overruled by," 1.  Election Commission of City and County of Denver v. McNichols 
565 P.2d 937 , 193 Colo. 263 , Colo. , (NO. 27666 )
","June 06, 1977"
