DOCUMENT INFORMATION,PRIMARY CASE INFORMATION,PRIMARY CASE DATE,STATE,TREATMENT,TREATED CASE INFORMATION,TREATED CASE DATE
"Supreme Court of Ohio. February 05, 1992 62 Ohio St.3d 417 583 N.E.2d 1306
Extracted from page: 24
","Lessin v. McFaul, No. 7190, 62 Ohio St. 3d 417, 583 N.E.2d 1306, 1992 WL 9003 (Ohio Feb. 05, 1992)
","Feb. 05, 1992",Ohio,Overruled by," 1.  State ex rel. Pirman v. Money 
635 N.E.2d 26 , 69 Ohio St.3d 591 , 1994-Ohio-208 , Ohio , (NO. 8152 , 93-2347 )
","July 20, 1994"
"Supreme Court of Ohio. February 12, 1992 62 Ohio St.3d 530 584 N.E.2d 721
Extracted from page: 24
","State, ex rel. Fant v. East Cleveland Mun. Clerk of Courts, No. 7153, 62 Ohio St. 3d 530, 584 N.E.2d 721, 1992 WL 10679 (Ohio Feb. 12, 1992)
","Feb. 12, 1992",Ohio,Overruled by," 1.  State ex rel. Steckman v. Jackson 
639 N.E.2d 83 , 70 Ohio St.3d 420 , Ohio , (NO. 8280 , 92-1758 , 92-2254 , 93-1336 )
","Sep. 07, 1994"
"Supreme Court of Ohio. April 15, 1992 63 Ohio St.3d 385 588 N.E.2d 789
Extracted from page: 25
","Nelson v. Toledo Oxygen & Equip. Co., No. 7218, 63 Ohio St. 3d 385, 588 N.E.2d 789, 1992 WL 64641 (Ohio Apr. 15, 1992)
","Apr. 15, 1992",Ohio,Abrogated by," 1.  Polikoff v. Adam 
616 N.E.2d 213 , 67 Ohio St.3d 100 , Ohio , (NO. 7795 , 92-1116 , 92-1117 , 92-1118 , 92-1119 )
","Aug. 11, 1993"
"Supreme Court of Ohio. February 12, 1992 62 Ohio St.3d 541 584 N.E.2d 729
Extracted from page: 27
","Tulloh v. Goodyear Atomic Corp., No. 7217, 62 Ohio St. 3d 541, 584 N.E.2d 729, 7 IER Cases 309, 1992 WL 13364 (Ohio Feb. 12, 1992)
","Feb. 12, 1992",Ohio,Overruled by," 1.  Painter v. Graley  
639 N.E.2d 51 , 70 Ohio St.3d 377 , 129 Lab.Cas. P 57,777 , 9 IER Cases 1741 , 1994-Ohio-334 , Ohio , (NO. 8226 , 93-325 )
","Sep. 28, 1994"
"Supreme Court of Ohio. April 08, 1992 63 Ohio St.3d 349 588 N.E.2d 113
Extracted from page: 28
","State v. Brown, No. 7284, 63 Ohio St. 3d 349, 588 N.E.2d 113, 1992 WL 58033 (Ohio Apr. 08, 1992)
","Apr. 08, 1992",Ohio,Overruled by," 1.  State v. Murrell  
764 N.E.2d 986 , 94 Ohio St.3d 489 , 2002-Ohio-1483 , Ohio , (NO. 00-1757 )
","Apr. 03, 2002"
"Supreme Court of Ohio. April 15, 1992 63 Ohio St.3d 465 588 N.E.2d 849
Extracted from page: 30
","State, ex rel. Dickey-Grabler Co. v. Indus. Comm., No. 7290, 63 Ohio St. 3d 465, 588 N.E.2d 849, 1992 WL 63313 (Ohio Apr. 15, 1992)
","Apr. 15, 1992",Ohio,Overruled by," 1.  State ex rel. Holman v. Longfellow Restaurant 
665 N.E.2d 1123 , 76 Ohio St.3d 44 , 1996-Ohio-429 , Ohio , (NO. 9212 , 95-405 )
","July 03, 1996"
"Supreme Court of Ohio. December 11, 1992 65 Ohio St.3d 442 605 N.E.2d 15 1992 -Ohio- 74
Extracted from page: 34
","Hower v. Motorists Mut. Ins. Co., No. 7578, 1992-Ohio-74, 65 Ohio St. 3d 442, 605 N.E.2d 15, 1992 WL 370788 (Ohio Dec. 11, 1992)
","Dec. 11, 1992",Ohio,Overruled by," 1.  Savoie v. Grange Mut. Ins. Co. 
620 N.E.2d 809 , 67 Ohio St.3d 500 , Ohio , (NO. 7799 , 92-952 )
","Oct. 01, 1993"
"Supreme Court of Ohio. June 24, 1992 64 Ohio St.3d 82 592 N.E.2d 818 1992 -Ohio- 125
Extracted from page: 39
","High v. Howard, No. 7336, 1992-Ohio-125, 64 Ohio St. 3d 82, 592 N.E.2d 818, 1992 WL 126766 (Ohio June 24, 1992)
","June 24, 1992",Ohio,Overruled by," 1.  Gallimore v. Children’s Hosp. Med. Ctr.  
617 N.E.2d 1052 , 67 Ohio St.3d 244 , 1993-Ohio-205 , Ohio , (NO. 7747 , 92-823 )
","Sep. 15, 1993"
"Supreme Court of Ohio. May 27, 1992 63 Ohio St.3d 690 590 N.E.2d 1228 1992 -Ohio- 94
Extracted from page: 40
","Motorists Mut. Ins. Co. v. Said, No. 7241, 1992-Ohio-94, 63 Ohio St. 3d 690, 590 N.E.2d 1228, 1992 WL 101631 (Ohio May 27, 1992)
","May 27, 1992",Ohio,Overruled by," 1.  Zoppo v. Homestead Ins. Co. 
644 N.E.2d 397 , 71 Ohio St.3d 552 , 1994-Ohio-461 , Ohio , (NO. 8484 , 93-1616 )
","Dec. 30, 1994"
"Supreme Court of Ohio. August 12, 1992 64 Ohio St.3d 353 595 N.E.2d 915 1992 -Ohio- 44
Extracted from page: 40
","State v. Richey, No. 7393, 1992-Ohio-44, 64 Ohio St. 3d 353, 595 N.E.2d 915, 1992 WL 180073 (Ohio Aug. 12, 1992)
","Aug. 12, 1992",Ohio,Abrogated by," 1.  State v. McGuire 
686 N.E.2d 1112 , 80 Ohio St.3d 390 , 1997-Ohio-335 , Ohio , (NO. 96-1213 , 9838 )
","Dec. 10, 1997"
"Supreme Court of Ohio. March 09, 1897 56 Ohio St. 126 37 W.L.B. 235
Extracted from page: 43
","Pearson v. Stephens, 56 Ohio St. 126, 46 N.E. 511, 37 W.L.B. 235 (Ohio Mar. 09, 1897)
","Mar. 09, 1897",Ohio,Overruled by," 1.  State ex rel. Guilbert v. Yates  
64 N.E. 570 , 66 Ohio St. 546 , 47 W.L.B. 600 , Ohio
","June 24, 1902"
"Supreme Court of Ohio. March 09, 1897 56 Ohio St. 135 37 W.L.B. 229
Extracted from page: 43
","Fries v. Wheeling & L. E. R. Co., 56 Ohio St. 135, 46 N.E. 516, 37 W.L.B. 229 (Ohio Mar. 09, 1897)
","Mar. 09, 1897",Ohio,Overruled by," 1.  State ex rel. R.T.G., Inc. v. State 
780 N.E.2d 998 , 98 Ohio St.3d 1 , 160 Oil & Gas Rep. 667 , 2002-Ohio-6716 , Ohio , (NO. 1398 , 2001-0748 , 2001-0976 )
","Dec. 18, 2002"
"Supreme Court of Ohio. March 31, 1948 149 Ohio St. 301 78 N.E.2d 735
Extracted from page: 48
","Bartow v. Smith, No. 31076, 149 Ohio St. 301, 78 N.E.2d 735, 15 A.L.R.2d 94, 37 O.O. 10 (Ohio Mar. 31, 1948)
","Mar. 31, 1948",Ohio,Overruled by," 1.  Yeager v. Local Union 20, Teamsters, Chauffeurs, Warehousemen, & Helpers of America  
453 N.E.2d 666 , 6 Ohio St.3d 369 , 116 Lab.Cas. P 56,408 , 6 O.B.R. 421 , Ohio , (NO. 82-1424 )
","Aug. 31, 1983"
"Supreme Court of Ohio. August 04, 1948 150 Ohio St. 261 80 N.E.2d 849
Extracted from page: 48
","McDaniel v. Rucker, No. 31282, 150 Ohio St. 261, 80 N.E.2d 849, 37 O.O. 495 (Ohio Aug. 04, 1948)
","Aug. 04, 1948",Ohio,Overruled by," 1.  Meyer v. Meyer 
478 N.E.2d 806 , 17 Ohio St.3d 222 , 17 O.B.R. 455 , Ohio , (NO. 84-964 )
","June 05, 1985"
"Supreme Court of Ohio. June 20, 1979 58 Ohio St.2d 410 390 N.E.2d 1194
Extracted from page: 49
","Ratner v. Daugherty, No. 78-538, 58 Ohio St. 2d 410, 390 N.E.2d 1194, 12 O.O.3d 351 (Ohio June 20, 1979)
","June 20, 1979",Ohio,Overruled by," 1.  Village v. General Motors Corp., G.M.A.D. 
472 N.E.2d 1079 , 15 Ohio St.3d 129 , 15 O.B.R. 279 , Ohio , (NO. 84-222 )
","Dec. 31, 1984"
"Supreme Court of Ohio. June 20, 1979 58 Ohio St.2d 407 390 N.E.2d 832
Extracted from page: 50
","Peavy v. Flowers, No. 77-1196, 58 Ohio St. 2d 407, 390 N.E.2d 832, 12 O.O.3d 349 (Ohio June 20, 1979)
","June 20, 1979",Ohio,Overruled by," 1.  Village v. General Motors Corp., G.M.A.D. 
472 N.E.2d 1079 , 15 Ohio St.3d 129 , 15 O.B.R. 279 , Ohio , (NO. 84-222 )
","Dec. 31, 1984"
"Supreme Court of Ohio. December 26, 1979 60 Ohio St.2d 162 398 N.E.2d 781
Extracted from page: 50
","City of Dayton v. Rogers, No. 78-1378, 60 Ohio St. 2d 162, 398 N.E.2d 781, 14 O.O.3d 403 (Ohio Dec. 26, 1979)
","Dec. 26, 1979",Ohio,Overruled by," 1.  State v. Lazzaro  
667 N.E.2d 384 , 76 Ohio St.3d 261 , 1996-Ohio-397 , Ohio , (NO. 22469 , 95-647 )
","Aug. 07, 1996"
"Supreme Court of Ohio. December 12, 1979 60 Ohio St.2d 93 397 N.E.2d 1191
Extracted from page: 53
","State ex rel. Public Emp. Retirees, Inc. v. Public Emp. Retirement System, No. 79-767, 60 Ohio St. 2d 93, 397 N.E.2d 1191, 14 O.O.3d 331 (Ohio Dec. 12, 1979)
","Dec. 12, 1979",Ohio,Overruled by," 1.  State ex rel. Dispatch Printing Co. v. Johnson 
833 N.E.2d 274 , 106 Ohio St.3d 160 , 34 Media L. Rep. 1403 , 2005-Ohio-4384 , Ohio , (NO. 2004-0394 , 2497 )
","Sep. 07, 2005"
"Supreme Court of Ohio. December 01, 1827 3 Ohio 271 1827 WL 54
Extracted from page: 4
","Inman v. Jenkins, 3 Ohio 271, 3 Hammond 271, 1827 WL 54 (Ohio Dec. 01, 1827)
","Dec. 01, 1827",Ohio,Overruled by," 1.  Reynolds v. Stansbury 
1851 WL 35 , 20 Ohio 344 , 55 Am.Dec. 459 , Ohio
","Dec. 01, 1851"
"Bank. December 01, 1840 10 Ohio 232 1840 WL 45
Extracted from page: 5
","Mahan v. State, 10 Ohio 232, Wilcox 232, 1840 WL 45 (Ohio Dec. 01, 1840)
","Dec. 01, 1840",Ohio,Overruled by," 1.  Fouts v. State 
1857 WL 72 , 8 Ohio St. 98 , Ohio
","Dec. 01, 1857"
"Bank. December 01, 1833 6 Ohio 13 1833 WL 3
Extracted from page: 5
","Richardson v. Spencer, 6 Ohio 13, 6 Hammond 13, 1833 WL 3 (Ohio Dec. 01, 1833)
","Dec. 01, 1833",Ohio,Overruled by," 1.  Hamilton County Board of Com’rs v. Mighels 
1857 WL 17 , 7 Ohio St. 109 , Ohio
","Dec. 01, 1857"
"Bank. December 01, 1841 10 Ohio 459 1841 WL 28
Extracted from page: 5
","Hulet v. Barnett, 10 Ohio 459, Wilcox 459, 1841 WL 28 (Ohio Dec. 01, 1841)
","Dec. 01, 1841",Ohio,Overruled by," 1.  Emmert v. State 
187 N.E. 862 , 127 Ohio St. 235 , 90 A.L.R. 242 , 39 Ohio Law Rep. 649 , Ohio , (NO. 24041 )
","Nov. 08, 1933"
"Supreme Court of Ohio. December 01, 1831 5 Ohio 225 1831 WL 76
Extracted from page: 5
","Dewit v. Greenfield, 5 Ohio 225, 5 Hammond 225, 1831 WL 76 (Ohio Dec. 01, 1831)
","Dec. 01, 1831",Ohio,Overruled by," 1.  Duval v. Davey  
1877 WL 155 , 32 Ohio St. 604 , Ohio
","Dec. 01, 1877"
"Bank. December 01, 1838 8 Ohio 526 1838 WL 33
Extracted from page: 6
","Riley v. Johnson, 8 Ohio 526, 8 Hammond 526, 1838 WL 33 (Ohio Dec. 01, 1838)
","Dec. 01, 1838",Ohio,Overruled by," 1.  Carlisle v. Wishart 
1842 WL 2 , 11 Ohio 172 , Ohio
","Dec. 01, 1842"
"Bank. December 01, 1833 6 Ohio 71 1833 WL 16
Extracted from page: 7
","Gazzam v. Cincinnati Ins. Co., 6 Ohio 71, 6 Hammond 71, 1833 WL 16 (Ohio Dec. 01, 1833)
","Dec. 01, 1833",Ohio,Overruled by," 1.  Barker v. Baltimore & O.R. Co. 
1871 WL 6 , 22 Ohio St. 45 , 10 Am.Rep. 726 , Ohio
","Dec. 01, 1871"
"Supreme Court of Ohio. May 01, 1822 1 Ohio 27 1822 WL 1
Extracted from page: 8
","Patrick's Lessee v. Oosterout, 1 Ohio 27, 1 Hammond 27, 1822 WL 1 (Ohio May 01, 1822)
","May 01, 1822",Ohio,Overruled by," 1.  Allen’s Lessee v. Parish 
1827 WL 40 , 3 Ohio 187 , 3 Hammond 187 , Ohio
","Dec. 01, 1827"
"Supreme Court of Ohio. December 01, 1832 5 Ohio 305 1832 WL 2
Extracted from page: 8
","Perry v. Ohio Ins. Co., 5 Ohio 305, 5 Hammond 305, 1832 WL 2 (Ohio Dec. 01, 1832)
","Dec. 01, 1832",Ohio,Overruled by," 1.  Barker v. Baltimore & O.R. Co. 
1871 WL 6 , 22 Ohio St. 45 , 10 Am.Rep. 726 , Ohio
","Dec. 01, 1871"
"Supreme Court of Ohio. December 01, 1832 5 Ohio 528 1832 WL 50
Extracted from page: 8
","Pike Tp. v. Union Tp., 5 Ohio 528, 5 Hammond 528, 1832 WL 50 (Ohio Dec. 01, 1832)
","Dec. 01, 1832",Ohio,Overruled by," 1.  Trustees of Center Tp. v. Trustees of Wills Tp. 
1836 WL 35 , 7 Ohio 171, PT. II , 7 Hammond 171, PT. II , Ohio
","Dec. 01, 1836"
"Bank. December 01, 1835 7 Ohio 125, PT. I 1835 WL 14
Extracted from page: 10
","State v. Commercial Bank, 7 Ohio 125, PT. I, 7 Hammond 125, PT. I, 1835 WL 14 (Ohio Dec. 01, 1835)
","Dec. 01, 1835",Ohio,Overruled by," 1.  Bank of Toledo v. City of Toledo 
1853 WL 59 , 1 Ohio St. 622 , Ohio
","June 15, 1853"
"Bank. December 01, 1835 7 Ohio 125, PT. I 1835 WL 14
Extracted from page: 10
","State v. Commercial Bank, 7 Ohio 125, PT. I, 7 Hammond 125, PT. I, 1835 WL 14 (Ohio Dec. 01, 1835)
","Dec. 01, 1835",Ohio,Abrogated by," 2.  Debolt v. Ohio Life Ins. & Trust Co.
1853 WL 56 , 1 Ohio St. 563 , Ohio
","June 15, 1853"
"Bank. December 01, 1834 6 Ohio 510 1834 WL 48
Extracted from page: 10
","Reddish's Ex'rs v. Watson, 6 Ohio 510, 6 Hammond 510, 1834 WL 48 (Ohio Dec. 01, 1834)
","Dec. 01, 1834",Ohio,Overruled by," 1.  Lafayette Benefit Soc. v. Lewis 
1835 WL 8 , 7 Ohio 80, PT. I , 7 Hammond 80, PT. I , Ohio
","Dec. 01, 1835"
"Supreme Court of Ohio. December 01, 1826 2 Ohio 348 1826 WL 44
Extracted from page: 11
","Brown County Com'rs v. Butt, 2 Ohio 348, 2 Hammond 348, 1826 WL 44 (Ohio Dec. 01, 1826)
","Dec. 01, 1826",Ohio,Overruled by," 1.  Hamilton County Board of Com’rs v. Mighels 
1857 WL 17 , 7 Ohio St. 109 , Ohio
","Dec. 01, 1857"
"Bank. December 01, 1834 6 Ohio 456 1834 WL 39
Extracted from page: 12
","Webb v. Protection Ins. Co., 6 Ohio 456, 6 Hammond 456, 1834 WL 39 (Ohio Dec. 01, 1834)
","Dec. 01, 1834",Ohio,Overruled by," 1.  Barker v. Baltimore & O.R. Co.  
1871 WL 6 , 22 Ohio St. 45 , 10 Am.Rep. 726 , Ohio
","Dec. 01, 1871"
"Bank. December 01, 1849 18 Ohio 1 1849 WL 73
Extracted from page: 13
","Acheson v. Miller, 18 Ohio 1, 1849 WL 73 (Ohio Dec. 01, 1849)
","Dec. 01, 1849",Ohio,Overruled by," 1.  Acheson v. Miller 
1853 WL 84 , 2 Ohio St. 203 , 59 Am.Dec. 663 , Ohio
","Dec. 01, 1853"
"Bank. December 01, 1849 18 Ohio 489 1849 WL 132
Extracted from page: 14
","Sellers v. Dugan, 18 Ohio 489, 1849 WL 132 (Ohio Dec. 01, 1849)
","Dec. 01, 1849",Ohio,Overruled by," 1.  Bloom v. Richards 
1853 WL 105 , 2 Ohio St. 387 , Ohio
","Dec. 01, 1853"
"Bank. December 01, 1849 18 Ohio 151 1849 WL 97
Extracted from page: 14
","Lawler v. Walker, 18 Ohio 151, 1849 WL 97 (Ohio Dec. 01, 1849)
","Dec. 01, 1849",Ohio,Overruled by," 1.  Lawler v. Burt 
1857 WL 52 , 7 Ohio St. 340 , Ohio
","Dec. 01, 1857"
"Supreme Court of Ohio. December 01, 1864 15 Ohio St. 47 1864 WL 6
Extracted from page: 15
","Stoffer v. State, 15 Ohio St. 47, 86 Am. Dec. 470, 1864 WL 6 (Ohio Dec. 01, 1864)
","Dec. 01, 1864",Ohio,Overruled by," 1.  Mead v. McGraw 
1869 WL 30 , 19 Ohio St. 55 , Ohio
","Dec. 01, 1869"
"Supreme Court of Ohio. December 01, 1864 15 Ohio St. 90 1864 WL 10
Extracted from page: 16
","Mears v. Mears, 15 Ohio St. 90, 1864 WL 10 (Ohio Dec. 01, 1864)
","Dec. 01, 1864",Ohio,Overruled by," 1.  Krischbaum v. Dillon 
567 N.E.2d 1291 , 58 Ohio St.3d 58 , Ohio , (NO. 89-1585 )
","Mar. 13, 1991"
"Supreme Court of Ohio. December 01, 1873 24 Ohio St. 196 1873 WL 55
Extracted from page: 16
","Kendle v. Tarbell, 24 Ohio St. 196, 1873 WL 55 (Ohio Dec. 01, 1873)
","Dec. 01, 1873",Ohio,Overruled by," 1.  State ex rel. Reams v. Stuart  
188 N.E. 393 , 127 Ohio St. 314 , 39 Ohio Law Rep. 651 , Ohio , (NO. 24436 )
","Dec. 13, 1933"
"Supreme Court of Ohio. December 30, 1922 106 Ohio St. 538 140 N.E. 405
Extracted from page: 17
","Zajachuck v. Willard Storage Battery Co., No. 17048, 106 Ohio St. 538, 140 N.E. 405, 20 Ohio Law Rep. 500 (Ohio Dec. 30, 1922)
","Dec. 30, 1922",Ohio,Overruled by," 1.  Triff v. National Bronze & Aluminum Foundry Co. 
20 N.E.2d 232 , 135 Ohio St. 191 , 121 A.L.R. 1131 , 14 O.O. 48 , Ohio , (NO. 26952 , 27050 )
","Mar. 22, 1939"
"Supreme Court of Ohio. November 28, 1922 106 Ohio St. 21 138 N.E. 368
Extracted from page: 18
","Wheatcraft v. Hall, No. 16947, 106 Ohio St. 21, 138 N.E. 368, 1 Ohio Law Abs. 11, 20 Ohio Law Rep. 412 (Ohio Nov. 28, 1922)
","Nov. 28, 1922",Ohio,Overruled by," 1.  Naus v. Vorndran  
156 N.E. 450 , 116 Ohio St. 327 , 5 Ohio Law Abs. 239 , 25 Ohio Law Rep. 294 , Ohio , (NO. 20107 )
","Apr. 05, 1927"
"Supreme Court of Ohio. May 16, 1922 105 Ohio St. 161 136 N.E. 904
Extracted from page: 19
","Toledo Cooker Co. v. Sniegowski, No. 16932, 105 Ohio St. 161, 136 N.E. 904, 1 Ohio Law Abs. 41, 20 Ohio Law Rep. 115 (Ohio May 16, 1922)
","May 16, 1922",Ohio,Overruled by," 1.  Ohio Automatic Sprinkler Co. v. Fender 
141 N.E. 269 , 108 Ohio St. 149 , 1 Ohio Law Abs. 467 , 1 Ohio Law Abs. 780 , 21 Ohio Law Rep. 139 , 21 Ohio Law Rep. 299 , 21 Ohio Law Rep. 300 , Ohio , (NO. 17565 )
","June 12, 1923"
"Supreme Court of Ohio. May 16, 1922 105 Ohio St. 94 136 N.E. 885
Extracted from page: 20
","State v. O'Mara, No. 16920, 105 Ohio St. 94, 136 N.E. 885, 20 Ohio Law Rep. 115, 20 Ohio Law Rep. 112 (Ohio May 16, 1922)
","May 16, 1922",Ohio,Overruled by," 1.  Steele v. State 
168 N.E. 846 , 121 Ohio St. 332 , Ohio , (NO. 21660 )
","Nov. 13, 1929"
"Supreme Court of Ohio. July 05, 1922 105 Ohio St. 489 138 N.E. 873
Extracted from page: 21
","State ex rel. Stanton v. Andrews, No. 17232, 105 Ohio St. 489, 138 N.E. 873, 20 Ohio Law Rep. 166, 20 Ohio Law Rep. 174 (Ohio July 05, 1922)
","July 05, 1922",Ohio,Overruled by," 1.  State ex rel. Corrigan v. Voinovich  
324 N.E.2d 285 , 41 Ohio St.2d 157 , 70 O.O.2d 306 , Ohio , (NO. 75-32 )
","Mar. 05, 1975"
"Supreme Court of Ohio. February 14, 1934 127 Ohio St. 582 190 N.E. 224
Extracted from page: 22
","State ex rel. Bernhardt v. Industrial Commission of Ohio, No. 24391, 127 Ohio St. 582, 190 N.E. 224, 39 Ohio Law Rep. 653 (Ohio Feb. 14, 1934)
","Feb. 14, 1934",Ohio,Overruled by," 1.  Kittle v. Keller 
224 N.E.2d 751 , 9 Ohio St.2d 177 , 38 O.O.2d 414 , Ohio , (NO. 40020 )
","Mar. 22, 1967"
"Supreme Court of Ohio. November 27, 1934 129 Ohio St. 69 193 N.E. 745
Extracted from page: 24
","Mabley & Carew Co. v. Lee, No. 24660, 129 Ohio St. 69, 193 N.E. 745, 100 A.L.R. 511, 1 O.O. 366 (Ohio Nov. 27, 1934)
","Nov. 27, 1934",Ohio,Overruled by," 1.  Triff v. National Bronze & Aluminum Foundry Co. 
20 N.E.2d 232 , 135 Ohio St. 191 , 121 A.L.R. 1131 , 14 O.O. 48 , Ohio , (NO. 26952 , 27050 )
","Mar. 22, 1939"
