DOCUMENT INFORMATION,PRIMARY CASE INFORMATION,PRIMARY CASE DATE,STATE,TREATMENT,TREATED CASE INFORMATION,TREATED CASE DATE
"Supreme Court of Alaska. March 21, 2002 44 P.3d 141 2002 WL 437164
Extracted from page: 4
","In re 2001 Redistricting Cases, No. S-10504, 44 P.3d 141, 2002 WL 437164 (Alaska Mar. 21, 2002)
","Mar. 21, 2002",Alaska,Abrogated by," 1.  Matter of 2021 Redistricting Cases  
528 P.3d 40 , Alaska , (NO. 18332 , 18419 )
","Apr. 21, 2023"
"Supreme Court of Alaska. February 12, 1999 973 P.2d 1132 1999 WL 64754
Extracted from page: 7
","International Ass'n of Fire Fighters, Local 1264 v. Municipality of Anchorage, No. 5081, 973 P.2d 1132, 161 L.R.R.M. (BNA) 2615, 1999 WL 64754 (Alaska Feb. 12, 1999)
","Feb. 12, 1999",Alaska,Abrogated by," 1.  Basey v. Department of Public Safety, Division of Alaska State Troopers, Bureau of Investigations 
462 P.3d 529 , Alaska , (NO. S-17099 )
","Apr. 24, 2020"
"Supreme Court of Alaska. March 05, 1999 974 P.2d 386 1999 WL 112397
Extracted from page: 10
","State v. Coon, No. S-6893, 974 P.2d 386, 95 A.L.R.5th 729, 1999 WL 112397 (Alaska Mar. 05, 1999)
","Mar. 05, 1999",Alaska,Abrogated by," 1.  State v. Sharpe  
435 P.3d 887 , Alaska , (NO. S-16191 , S-16193 , S-16214 , S-16449 )
","Jan. 04, 2019"
"Supreme Court of Alaska. March 09, 1964 389 P.2d 915
Extracted from page: 11
","Adkins v. State, No. 372, 389 P.2d 915 (Alaska Mar. 09, 1964)
","Mar. 09, 1964",Alaska,Overruled by," 1.  State v. Semancik  
99 P.3d 538 , Alaska , (NO. S-10846 )
","Oct. 01, 2004"
"Supreme Court of Alaska. August 08, 1964 394 P.2d 778
Extracted from page: 11
","Chambers v. State, No. 416, 394 P.2d 778 (Alaska Aug. 08, 1964)
","Aug. 08, 1964",Alaska,Overruled by," 1.  Whitton v. State 
479 P.2d 302 , Alaska , (NO. 1153 )
","Dec. 23, 1970"
"Supreme Court of Alaska. March 18, 1964 390 P.2d 220
Extracted from page: 11
","Goss v. State, No. 235, 390 P.2d 220 (Alaska Mar. 18, 1964)
","Mar. 18, 1964",Alaska,Overruled by," 1.  Glasgow v. State 
469 P.2d 682 , Alaska , (NO. 1049 )
","May 29, 1970"
"Supreme Court of Alaska. November 12, 1964 396 P.2d 531
Extracted from page: 12
","Alaska State Housing Authority v. Vincent, No. 458, 396 P.2d 531 (Alaska Nov. 12, 1964)
","Nov. 12, 1964",Alaska,Abrogated by," 1.  State v. 45,621 Square Feet of Land  
475 P.2d 553 , Alaska , (NO. 1115 )
","Sep. 21, 1970"
"Supreme Court of Alaska. November 28, 2014 338 P.3d 305 2014 WL 6712640
Extracted from page: 13
","Resurrection Bay Auto Parts, Inc. v. Alder, No. S-15139, 338 P.3d 305, 165 Lab. Cas. P 61542, 23 Wage & Hour Cas. 2d (BNA) 1691, 2014 WL 6712640 (Alaska Nov. 28, 2014)
","Nov. 28, 2014",Alaska,Overruled by," 1.  Buntin v. Schlumberger Technology Corporation  
487 P.3d 595 , 171 Lab.Cas. P 62,118 , 2021 Wage & Hour Cas.2d (BNA) 219,868 , Alaska , (NO. S-17309 , S-17519 )
","June 11, 2021"
"Supreme Court of Alaska. April 25, 2014 323 P.3d 58 2014 WL 1663393
Extracted from page: 13
","Boulds v. Nielsen, No. S-14887, 323 P.3d 58, 58 Employee Benefits Cas. 1292, 2014 WL 1663393 (Alaska Apr. 25, 2014)
","Apr. 25, 2014",Alaska,Abrogated by," 1.  Tomal v. Anderson  
426 P.3d 915 , Alaska , (NO. S-16720 , S-16760 )
","Aug. 31, 2018"
"Supreme Court of Alaska. May 16, 2014 324 P.3d 840 2014 WL 1998925
Extracted from page: 14
","In re Mark V., No. S-14534, 324 P.3d 840, 2014 WL 1998925 (Alaska May 16, 2014)
","May 16, 2014",Alaska,Overruled by," 1.  Matter of Naomi B.  
435 P.3d 918 , Alaska , (NO. S-15859 , S-16467 )
","Jan. 11, 2019"
"Supreme Court of Alaska. January 13, 2012 268 P.3d 274 2012 WL 120040
Extracted from page: 15
","In re Adoption of Xavier K., No. S-13838, 268 P.3d 274, 2012 WL 120040 (Alaska Jan. 13, 2012)
","Jan. 13, 2012",Alaska,Abrogated by," 1.  Angelica C. v. Jonathan C.  
459 P.3d 1148 , Alaska , (NO. S-16874 , S-17093 )
","Mar. 20, 2020"
"Supreme Court of Alaska. April 08, 1977 561 P.2d 1218
Extracted from page: 19
","Tsakres v. Owens, No. 2937, 561 P.2d 1218 (Alaska Apr. 08, 1977)
","Apr. 08, 1977",Alaska,Disavowed by," 1.  Alyeska Pipeline Service Co. v. O’Kelley 
645 P.2d 767 , Alaska , (NO. 2510 , 5136 , 5137 )
","May 28, 1982"
"Supreme Court of Alaska. March 14, 1977 561 P.2d 1197
Extracted from page: 19
","Buchanan v. State, No. 2553, 561 P.2d 1197 (Alaska Mar. 14, 1977)
","Mar. 14, 1977",Alaska,Abrogated by," 1.  Young v. State  
374 P.3d 395 , Alaska , (NO. S-15665 )
","June 17, 2016"
"Supreme Court of Alaska. July 08, 1977 566 P.2d 653
Extracted from page: 20
","McKinney v. State, No. 2758, 566 P.2d 653 (Alaska July 08, 1977)
","July 08, 1977",Alaska,Overruled by," 1.  Evans v. State  
645 P.2d 155 , Alaska , (NO. 2505 , 4086 )
","May 21, 1982"
"Supreme Court of Alaska. January 29, 1993 845 P.2d 429 1993 WL 17196
Extracted from page: 21
","Lantz v. Lantz, No. 3922, 845 P.2d 429, 1993 WL 17196 (Alaska Jan. 29, 1993)
","Jan. 29, 1993",Alaska,Overruled by," 1.  State, Dept. of Revenue, Child Support Enforcement Div. ex rel. Inman v. Dean 
902 P.2d 1321 , Alaska , (NO. S-6106 , S-6116 )
","Aug. 25, 1995"
"Supreme Court of Alaska. July 23, 1993 856 P.2d 477 1993 WL 273445
Extracted from page: 21
","Wright v. Black, No. 3981, 856 P.2d 477, 1993 WL 273445 (Alaska July 23, 1993)
","July 23, 1993",Alaska,Overruled by," 1.  B.E.B. v. R.L.B.  
979 P.2d 514 , Alaska , (NO. S-7586 )
","May 14, 1999"
"Supreme Court of Alaska. December 23, 1994 887 P.2d 941 1994 WL 728370
Extracted from page: 26
","Matter of T.W.R., No. S-5591, 887 P.2d 941, 1994 WL 728370 (Alaska Dec. 23, 1994)
","Dec. 23, 1994",Alaska,Overruled by," 1.  Matter of S.A. 
912 P.2d 1235 , Alaska , (NO. S-6619 )
","Jan. 26, 1996"
"Supreme Court of Alaska. July 06, 1962 373 P.2d 734
Extracted from page: 1
","Rank v. State, No. 167, 373 P.2d 734 (Alaska July 06, 1962)
","July 06, 1962",Alaska,Overruled by," 1.  Shafer v. State  
456 P.2d 466 , Alaska , (NO. 1034 )
","June 23, 1969"
"Supreme Court of Alaska. March 27, 1962 369 P.2d 997
Extracted from page: 2
","Chase v. State, No. 100, 369 P.2d 997 (Alaska Mar. 27, 1962)
","Mar. 27, 1962",Alaska,Overruled by," 1.  Fields v. State
487 P.2d 831 , 65 A.L.R.3d 680 , Alaska , (NO. 1137 , 1138 )
","Aug. 06, 1971"
"Supreme Court of Alaska. March 27, 1962 369 P.2d 997
Extracted from page: 2
","Chase v. State, No. 100, 369 P.2d 997 (Alaska Mar. 27, 1962)
","Mar. 27, 1962",Alaska,Overruled by," 2.  Morgan v. State
512 P.2d 904 , Alaska , (NO. 1527 )
","July 27, 1973"
"Supreme Court of Alaska. March 27, 1962 369 P.2d 997
Extracted from page: 2
","Chase v. State, No. 100, 369 P.2d 997 (Alaska Mar. 27, 1962)
","Mar. 27, 1962",Alaska,Overruled by," 3.  Schade v. State 
512 P.2d 907 , Alaska , (NO. 1620 )
","July 27, 1973"
"Supreme Court of Alaska. August 10, 1962 375 P.2d 201
Extracted from page: 2
","City of Fairbanks v. Schaible, No. 112, 375 P.2d 201 (Alaska Aug. 10, 1962)
","Aug. 10, 1962",Alaska,Overruled by," 1.  Scheele v. City of Anchorage  
385 P.2d 582 , Alaska , (NO. 307 )
","Oct. 11, 1963"
"Supreme Court of Alaska. November 06, 1963 386 P.2d 579
Extracted from page: 2
","Mace v. Jung, No. 306, 386 P.2d 579 (Alaska Nov. 06, 1963)
","Nov. 06, 1963",Alaska,Overruled by," 1.  Adkins v. Lester 
530 P.2d 11 , Alaska , (NO. 2078 , 2113 )
","Dec. 16, 1974"
"Supreme Court of Alaska. March 16, 1963 379 P.2d 615 8 A.L.R.3d 1231
Extracted from page: 3
","McIntyre v. State, No. 244, 379 P.2d 615, 8 A.L.R.3d 1231 (Alaska Mar. 16, 1963)
","Mar. 16, 1963",Alaska,Overruled by," 1.  Evans v. State 
645 P.2d 155 , Alaska , (NO. 2505 , 4086 )
","May 21, 1982"
"Supreme Court of Alaska. August 23, 1963 384 P.2d 669
Extracted from page: 3
","Anderson v. State, No. 271, 384 P.2d 669 (Alaska Aug. 23, 1963)
","Aug. 23, 1963",Alaska,Overruled by," 1.  State v. Guest  
583 P.2d 836 , Alaska , (NO. 3533 )
","Sep. 01, 1978"
"Supreme Court of Alaska. July 12, 1963 383 P.2d 805
Extracted from page: 3
","Cesar v. Alaska Workmen's Compensation Bd., No. 281, 383 P.2d 805 (Alaska July 12, 1963)
","July 12, 1963",Alaska,Overruled by," 1.  Providence Washington Ins. Co. v. Grant 
693 P.2d 872 , Alaska , (NO. 2905 , 7903 , S-7 )
","Jan. 25, 1985"
"Supreme Court of Alaska. October 14, 1968 445 P.2d 813
Extracted from page: 4
","In re White, No. 1013, 445 P.2d 813 (Alaska Oct. 14, 1968)
","Oct. 14, 1968",Alaska,Overruled by," 1.  RLR v. State
487 P.2d 27 , Alaska , (NO. 1156 )
","July 09, 1971"
"Supreme Court of Alaska. October 14, 1968 445 P.2d 813
Extracted from page: 4
","In re White, No. 1013, 445 P.2d 813 (Alaska Oct. 14, 1968)
","Oct. 14, 1968",Alaska,Overruled by," 2.  In re G. K.  
497 P.2d 914 , Alaska , (NO. 1627 , 1654 , 1674 )
","June 05, 1972"
"Supreme Court of Alaska. April 24, 1968 440 P.2d 405
Extracted from page: 5
","Gafford v. State, No. 798, 440 P.2d 405 (Alaska Apr. 24, 1968)
","Apr. 24, 1968",Alaska,Overruled by," 1.  Fields v. State 
487 P.2d 831 , 65 A.L.R.3d 680 , Alaska , (NO. 1137 , 1138 )
","Aug. 06, 1971"
"Supreme Court of Alaska. March 08, 2019 436 P.3d 1050 2019 WL 1087327
Extracted from page: 6
","Eva H. v. Department of Health & Social Services , Office of Children's Services, No. S-16796, 436 P.3d 1050, 2019 WL 1087327 (Alaska Mar. 08, 2019)
","Mar. 08, 2019",Alaska,Abrogated by," 1.  State v. Cissy A. 
513 P.3d 999 , Alaska , (NO. S-18088 , S-18092 )
","July 22, 2022"
"Supreme Court of Alaska. September 11, 1972 500 P.2d 1004
Extracted from page: 10
","Absher v. State, Dept. of Highways, No. 1468, 500 P.2d 1004 (Alaska Sep. 11, 1972)
","Sep. 11, 1972",Alaska,Overruled by," 1.  Bailey v. Litwin Corp.
713 P.2d 249 , Alaska , (NO. 3009 , S-378 )
","Jan. 17, 1986"
"Supreme Court of Alaska. September 11, 1972 500 P.2d 1004
Extracted from page: 10
","Absher v. State, Dept. of Highways, No. 1468, 500 P.2d 1004 (Alaska Sep. 11, 1972)
","Sep. 11, 1972",Alaska,Overruled by," 2.  Bailey v. Litwin Corp. 
780 P.2d 1007 , Alaska , (NO. 3512 , S-2757 )
","Sep. 29, 1989"
"Supreme Court of Alaska. March 31, 1972 495 P.2d 166
Extracted from page: 11
","State v. Wakefield Fisheries, Inc., No. 1397, 495 P.2d 166 (Alaska Mar. 31, 1972)
","Mar. 31, 1972",Alaska,Overruled by," 1.  Principal Mut. Life Ins. Co. v. State, Div. of Ins. Dept. of Commerce and Economic Development 
780 P.2d 1023 , Alaska , (NO. 3509 , S-2517 , S-2518 )
","Sep. 29, 1989"
"Supreme Court of Alaska. December 29, 1972 504 P.2d 1027 1972 WL 233040
Extracted from page: 12
","Greater Anchorage Area Borough v. City of Anchorage, No. 1569, 504 P.2d 1027, 1972 WL 233040 (Alaska Dec. 29, 1972)
","Dec. 29, 1972",Alaska,Overruled by," 1.  City and Borough of Juneau v. Thibodeau  
595 P.2d 626 , Alaska , (NO. 3636 )
","May 11, 1979"
"Supreme Court of Alaska. October 08, 1982 652 P.2d 88
Extracted from page: 14
","Walker v. State, No. 2570, 652 P.2d 88 (Alaska Oct. 08, 1982)
","Oct. 08, 1982",Alaska,Overruled by," 1.  Young v. State  
374 P.3d 395 , Alaska , (NO. S-15665 )
","June 17, 2016"
"Supreme Court of Alaska. July 18, 1986 722 P.2d 219
Extracted from page: 18
","Native Village of Nenana v. State, Dept. of Health & Social Services, No. S-692, 722 P.2d 219 (Alaska July 18, 1986)
","July 18, 1986",Alaska,Overruled by," 1.  In re C.R.H.  
29 P.3d 849 , Alaska , (NO. S-9677 )
","Aug. 31, 2001"
"Supreme Court of Alaska. April 18, 1986 718 P.2d 129 54 USLW 2610
Extracted from page: 20
","Contreras v. State, No. 3042, 718 P.2d 129, 54 USLW 2610 (Alaska Apr. 18, 1986)
","Apr. 18, 1986",Alaska,Overruled by," 1.  State v. Coon  
974 P.2d 386 , 95 A.L.R.5th 729 , Alaska , (NO. S-6893 )
","Mar. 05, 1999"
"Division of Corrections, Dept. of Health & Social Services v. NeakokSupreme Court of Alaska. June 20, 1986 721 P.2d 1121 1986 WL 1402242
Extracted from page: 21
","Division of Corrections, Dept. of Health & Social Services v. Neakok, No. 3070, 721 P.2d 1121, 55 USLW 2034, 1986 WL 1402242 (Alaska June 20, 1986)
","June 20, 1986",Alaska,Overruled by," 1.  State, Dept. of Corrections v. Cowles  
151 P.3d 353 , Alaska , (NO. S-11352 )
","Dec. 15, 2006"
"Supreme Court of Alaska. November 30, 1971 490 P.2d 1206 1971 WL 319390
Extracted from page: 21
","Lee v. State, No. 1395, 490 P.2d 1206 (Alaska Nov. 30, 1971)
","Nov. 30, 1971",Alaska,Overruled by," 1.  Munroe v. City Council for City of Anchorage 
545 P.2d 165 , Alaska , (NO. 2382 )
","Jan. 28, 1976"
"Supreme Court of Alaska. March 11, 1971 482 P.2d 273
Extracted from page: 22
","Judd v. State, No. 1197, 482 P.2d 273 (Alaska Mar. 11, 1971)
","Mar. 11, 1971",Alaska,Overruled by," 1.  Charles v. State  
326 P.3d 978 , Alaska , (NO. S-12944 )
","Apr. 25, 2014"
"Supreme Court of Alaska. June 11, 1971 486 P.2d 50 1971 WL 317377
Extracted from page: 22
","Braund, Inc. v. White, No. 1320, 486 P.2d 50, 9 UCC Rep. Serv. 183 (Alaska June 11, 1971)
","June 11, 1971",Alaska,Abrogated by," 1.  Christensen v. Alaska Sales & Service, Inc.  
335 P.3d 514 , Prod.Liab.Rep. (CCH) P 19,485 , Alaska , (NO. S-14963 )
","Oct. 10, 2014"
"Supreme Court of Alaska. November 20, 2009 219 P.3d 1025 2009 WL 3960534
Extracted from page: 25
","Schiel v. Union Oil Co. of California, No. S-13058, 219 P.3d 1025, 2009 WL 3960534 (Alaska Nov. 20, 2009)
","Nov. 20, 2009",Alaska,Abrogated by," 1.  Buntin v. Schlumberger Technology Corporation 
487 P.3d 595 , 171 Lab.Cas. P 62,118 , 2021 Wage & Hour Cas.2d (BNA) 219,868 , Alaska , (NO. S-17309 , S-17519 )
","June 11, 2021"
"Supreme Court of Alaska. July 31, 2009 212 P.3d 772 2009 WL 2341992
Extracted from page: 25
","Asher v. Alkan Shelter, LLC, No. S-12464, 212 P.3d 772, 2009 WL 2341992 (Alaska July 31, 2009)
","July 31, 2009",Alaska,Abrogated by," 1.  Shaffer v. Bellows 
260 P.3d 1064 , Alaska , (NO. S-13894 )
","Sep. 23, 2011"
"Supreme Court of Alaska. December 22, 1978 587 P.2d 1168
Extracted from page: 27
","Crisp v. Kenai Peninsula Borough School Dist., No. 3318, 587 P.2d 1168 (Alaska Dec. 22, 1978)
","Dec. 22, 1978",Alaska,Overruled by," 1.  Rosen v. State Bd. of Public Accountancy  
689 P.2d 478 , Alaska , (NO. 2880 , S-94 )
","Oct. 05, 1984"
"Supreme Court of Alaska. May 12, 1978 578 P.2d 597
Extracted from page: 27
","Zerbe v. State, No. 3159, 578 P.2d 597 (Alaska May 12, 1978)
","May 12, 1978",Alaska,Overruled by," 1.  Stephens v. State, Dept. of Revenue
746 P.2d 908 , Alaska , (NO. S-1543 )
","Dec. 04, 1987"
"Supreme Court of Alaska. May 12, 1978 578 P.2d 597
Extracted from page: 27
","Zerbe v. State, No. 3159, 578 P.2d 597 (Alaska May 12, 1978)
","May 12, 1978",Alaska,Overruled by," 2.  Kinegak v. State, Dept. of Corrections  
129 P.3d 887 , Alaska , (NO. S-11315 )
","Feb. 17, 2006"
"Supreme Court of Alaska. February 24, 1978 574 P.2d 1281
Extracted from page: 28
","Lowell v. State, No. 2740, 574 P.2d 1281 (Alaska Feb. 24, 1978)
","Feb. 24, 1978",Alaska,Abrogated by," 1.  Lamb v. Anderson  
147 P.3d 736 , Alaska , (NO. S-11936 )
","Nov. 17, 2006"
"Supreme Court of Alaska. July 21, 1978 582 P.2d 630
Extracted from page: 30
","Gonzales v. State, No. 3259, 582 P.2d 630 (Alaska July 21, 1978)
","July 21, 1978",Alaska,Abrogated by," 1.  Betterman v. Montana 
136 S.Ct. 1609 , 578 U.S. 437 , 194 L.Ed.2d 723 , 84 USLW 4293 , 14 Cal. Daily Op. Serv. 5129 , 2016 Daily Journal D.A.R. 4710 , 26 Fla. L. Weekly Fed. S 164 , U.S.Mont. , (NO. 14-1457 )
","May 19, 2016"
"Supreme Court of Alaska. October 06, 1978 585 P.2d 870 99 L.R.R.M. (BNA) 3060
Extracted from page: 30
","Hafling v. Inlandboatmen's Union of Pacific, No. 3438, 585 P.2d 870, 99 L.R.R.M. (BNA) 3060 (Alaska Oct. 06, 1978)
","Oct. 06, 1978",Alaska,Disavowed by," 2.  State v. Alex 
646 P.2d 203 , Alaska , (NO. 2488 , 5065 , 5086 , 5142 )
","Apr. 23, 1982"
