DOCUMENT INFORMATION,PRIMARY CASE INFORMATION,PRIMARY CASE DATE,STATE,TREATMENT,TREATED CASE INFORMATION,TREATED CASE DATE
"Supreme Court of Georgia. October 31, 1994 264 Ga. 682 449 S.E.2d 586
Extracted from page: 44
","Hittson v. State, No. S94P0681, 264 Ga. 682, 449 S.E.2d 586, 1994 WL 592146 (Ga. Oct. 31, 1994)
","Oct. 31, 1994",Georgia,Overruled by," 1.  Nance v. State
526 S.E.2d 560 , 272 Ga. 217 , FCDR 839 , Ga. , (NO. S99P1518 )
","Feb. 28, 2000"
"Supreme Court of Georgia. October 31, 1994 264 Ga. 682 449 S.E.2d 586
Extracted from page: 44
","Hittson v. State, No. S94P0681, 264 Ga. 682, 449 S.E.2d 586, 1994 WL 592146 (Ga. Oct. 31, 1994)
","Oct. 31, 1994",Georgia,Overruled by," 2.  Henry v. State  
604 S.E.2d 826 , 278 Ga. 617 , 4 FCDR 3575 , Ga. , (NO. S04P0795 )
","Nov. 08, 2004"
"Supreme Court of Georgia. October 15, 2002 275 Ga. 620 571 S.E.2d 387
Extracted from page: 45
","Bonner v. Norwest Bank Minnesota, N.A., No. S02A1311, 275 Ga. 620, 571 S.E.2d 387, 02 FCDR 2976, 2002 WL 31299429 (Ga. Oct. 15, 2002)
","Oct. 15, 2002",Georgia,Overruled by," 1.  Brock v. Yale Mortg. Corp.  
700 S.E.2d 583 , 287 Ga. 849 , 10 FCDR 3184 , Ga. , (NO. S10A0950 )
","Oct. 04, 2010"
"Supreme Court of Georgia. July 15, 2002 275 Ga. 332 567 S.E.2d 13
Extracted from page: 46
","Callaway v. State, No. S01G1786, 275 Ga. 332, 567 S.E.2d 13, 02 FCDR 2110, 2002 WL 1517531 (Ga. July 15, 2002)
","July 15, 2002",Georgia,Overruled by," 1.  Sosniak v. State 
734 S.E.2d 362 , 292 Ga. 35 , 12 FCDR 3646 , Ga. , (NO. S12A0799. )
","Nov. 19, 2012"
"Supreme Court of Georgia. October 15, 2002 275 Ga. 612 571 S.E.2d 347
Extracted from page: 48
","Doctor v. State, No. S02A1121, 275 Ga. 612, 571 S.E.2d 347, 02 FCDR 2992, 2002 WL 31299306 (Ga. Oct. 15, 2002)
","Oct. 15, 2002",Georgia,Overruled by," 1.  Jones v. State 
622 S.E.2d 1 , 279 Ga. 854 , 5 FCDR 3362 , Ga. , (NO. S05A1195 )
","Nov. 07, 2005"
"Supreme Court of Georgia. June 24, 2002 275 Ga. 390 565 S.E.2d 805
Extracted from page: 48
","Johnson v. State, No. S02A1034, 275 Ga. 390, 565 S.E.2d 805, 02 FCDR 1801, 2002 WL 1358182 (Ga. June 24, 2002)
","June 24, 2002",Georgia,Overruled by," 1.  Collier v. State 
834 S.E.2d 769 , 307 Ga. 363 , Ga. , (NO. S19A0658 )
","Oct. 21, 2019"
"Supreme Court of Georgia. May 13, 2002 275 Ga. 240 563 S.E.2d 431
Extracted from page: 51
","Johnson v. Riverdale Anesthesia Associates, P.C., No. S01G1138, 275 Ga. 240, 563 S.E.2d 431, 02 FCDR 1395, 02 FCDR 2298, 2002 WL 970483 (Ga. May 13, 2002)
","May 13, 2002",Georgia,Overruled by," 1.  Condra v. Atlanta Orthopaedic Group, P.C. 
681 S.E.2d 152 , 285 Ga. 667 , 9 FCDR 2206 , Ga. , (NO. S08G1833 )
","June 29, 2009"
"Supreme Court of Georgia. October 28, 2002 275 Ga. 650 571 S.E.2d 782
Extracted from page: 52
","Johnson v. State, No. S02A0794, 275 Ga. 650, 571 S.E.2d 782, 02 FCDR 3178, 2002 WL 31408893 (Ga. Oct. 28, 2002)
","Oct. 28, 2002",Georgia,Overruled by," 1.  Colton v. State  
739 S.E.2d 380 , 292 Ga. 509 , 13 FCDR 436 , Ga. , (NO. S12A1761 )
","Mar. 04, 2013"
"Supreme Court of Georgia. October 15, 2002 275 Ga. 576 571 S.E.2d 376
Extracted from page: 54
","Curtis v. State, No. S01G1868, 275 Ga. 576, 571 S.E.2d 376, 02 FCDR 2980, 2002 WL 31298857 (Ga. Oct. 15, 2002)
","Oct. 15, 2002",Georgia,Overruled by," 1.  Williams v. State 
695 S.E.2d 244 , 287 Ga. 192 , 10 FCDR 1623 , Ga. , (NO. S10A0467 )
","May 17, 2010"
"Supreme Court of Georgia. November 15, 2002 276 Ga. 1 577 S.E.2d 755
Extracted from page: 55
","Capote v. Ray, No. S02A1179, 276 Ga. 1, 577 S.E.2d 755, 2002 WL 32068321 (Ga. Nov. 15, 2002)
","Nov. 15, 2002",Georgia,Overruled by," 1.  Crosson v. Conway 
728 S.E.2d 617 , 291 Ga. 220 , 12 FCDR 1898 , Ga. , (NO. S12A0328 )
","June 18, 2012"
"Supreme Court of Georgia. February 27, 2006 280 Ga. 348 627 S.E.2d 12
Extracted from page: 56
","Heard v. State, No. S06A0607, 280 Ga. 348, 627 S.E.2d 12, 06 FCDR 582, 2006 WL 452836 (Ga. Feb. 27, 2006)
","Feb. 27, 2006",Georgia,Overruled by," 1.  Collier v. State 
834 S.E.2d 769 , 307 Ga. 363 , Ga. , (NO. S19A0658 )
","Oct. 21, 2019"
"Supreme Court of Georgia. October 02, 2006 281 Ga. 41 635 S.E.2d 769
Extracted from page: 58
","Beckworth v. State, No. S06A1441, 281 Ga. 41, 635 S.E.2d 769, 06 FCDR 3020, 2006 WL 2806293 (Ga. Oct. 02, 2006)
","Oct. 02, 2006",Georgia,Overruled by," 1.  Lejeune v. McLaughlin 
766 S.E.2d 803 , 296 Ga. 291 , Ga. , (NO. S14A1155 )
","Nov. 24, 2014"
"Supreme Court of Georgia. October 02, 2006 281 Ga. 43 635 S.E.2d 767
Extracted from page: 59
","Carr v. State, No. S06A1540, 281 Ga. 43, 635 S.E.2d 767, 06 FCDR 3016, 2006 WL 2806352 (Ga. Oct. 02, 2006)
","Oct. 02, 2006",Georgia,Overruled by," 1.  Cook v. State  
870 S.E.2d 758 , 313 Ga. 471 , Ga. , (NO. S21A1270 )
","Mar. 15, 2022"
"Supreme Court of Georgia. July 28, 1995 265 Ga. 648 461 S.E.2d 202
Extracted from page: 1
","Benton v. State, No. S95A0471, 265 Ga. 648, 461 S.E.2d 202, 1995 WL 536328 (Ga. July 28, 1995)
","July 28, 1995",Georgia,Overruled by," 1.  State v. Burns 
829 S.E.2d 367 , 306 Ga.App. 117 , Ga. , (NO. S18G1354 )
","June 10, 2019"
"Supreme Court of Georgia. March 17, 1995 265 Ga. 203 455 S.E.2d 34
Extracted from page: 2
","Russell v. State, No. S94A1536, 265 Ga. 203, 455 S.E.2d 34, 1995 WL 116284 (Ga. Mar. 17, 1995)
","Mar. 17, 1995",Georgia,Overruled by," 1.  Terry v. State 
731 S.E.2d 669 , 291 Ga. 508 , 12 FCDR 2775 , Ga. , (NO. S12A0788 )
","Sep. 10, 2012"
"Supreme Court of Georgia. January 30, 1995 264 Ga. 867 452 S.E.2d 497
Extracted from page: 5
","Prince v. State, No. S94A1746, 264 Ga. 867, 452 S.E.2d 497, 1995 WL 33763 (Ga. Jan. 30, 1995)
","Jan. 30, 1995",Georgia,Overruled by," 1.  Wall v. State 
500 S.E.2d 904 , 269 Ga. 506 , 98 FCDR 1863 , Ga. , (NO. S98A0493 )
","June 01, 1998"
"Supreme Court of Georgia. March 13, 1995 265 Ga. 243 454 S.E.2d 492
Extracted from page: 6
","Clark v. State, No. S94A1430, 265 Ga. 243, 454 S.E.2d 492, 1995 WL 107414 (Ga. Mar. 13, 1995)
","Mar. 13, 1995",Georgia,Overruled by," 1.  Wall v. State 
500 S.E.2d 904 , 269 Ga. 506 , 98 FCDR 1863 , Ga. , (NO. S98A0493 )
","June 01, 1998"
"Supreme Court of Georgia. October 16, 1995 265 Ga. 757 462 S.E.2d 596
Extracted from page: 8
","Hull v. State, No. S95A1081, 265 Ga. 757, 462 S.E.2d 596, 1995 WL 606101 (Ga. Oct. 16, 1995)
","Oct. 16, 1995",Georgia,Overruled by," 1.  Wall v. State 
500 S.E.2d 904 , 269 Ga. 506 , 98 FCDR 1863 , Ga. , (NO. S98A0493 )
","June 01, 1998"
"Supreme Court of Georgia. November 06, 1995 266 Ga. 3 463 S.E.2d 472
Extracted from page: 9
","Morrow v. State, No. S95A1051, 266 Ga. 3, 463 S.E.2d 472, 1995 WL 648895 (Ga. Nov. 06, 1995)
","Nov. 06, 1995",Georgia,Overruled by," 1.  Collier v. State  
834 S.E.2d 769 , 307 Ga. 363 , Ga. , (NO. S19A0658 )
","Oct. 21, 2019"
"Supreme Court of Georgia. February 20, 1995 265 Ga. 215 453 S.E.2d 706
Extracted from page: 9
","International Business Machines Corp. v. Evans, No. S95A0072, 265 Ga. 215, 453 S.E.2d 706, 1995 WL 68890 (Ga. Feb. 20, 1995)
","Feb. 20, 1995",Georgia,Overruled by," 1.  Georgia Dept. of Natural Resources v. Center for a Sustainable Coast, Inc.  
755 S.E.2d 184 , 294 Ga. 593 , 14 FCDR 262 , Ga. , (NO. S13G0602 )
","Feb. 24, 2014"
"Supreme Court of Georgia. January 24, 1995 264 Ga. 872 452 S.E.2d 756
Extracted from page: 10
","Rowland v. State, No. S94A1326, 264 Ga. 872, 452 S.E.2d 756, 1995 WL 33745 (Ga. Jan. 24, 1995)
","Jan. 24, 1995",Georgia,Overruled by," 1.  Cook v. State  
870 S.E.2d 758 , 313 Ga. 471 , Ga. , (NO. S21A1270 )
","Mar. 15, 2022"
"Supreme Court of Georgia. March 01, 1859 27 Ga. 555 1859 WL 2476
Extracted from page: 12
","Doe v. Roe, 27 Ga. 555, 1859 WL 2476 (Ga. Mar. 01, 1859)
","Mar. 01, 1859",Georgia,Overruled by," 1.  Owenby v. Stancil 
8 S.E.2d 7 , 190 Ga. 50 , Ga. , (NO. 13002 )
","Mar. 29, 1940"
"Supreme Court of Georgia. September 01, 1880 65 Ga. 631 1880 WL 3725
Extracted from page: 13
","Western & Atlantic R. Co. v. Jones, 65 Ga. 631, 1880 WL 3725 (Ga. Sep. 01, 1880)
","Sep. 01, 1880",Georgia,Overruled by," 1.  Atlanta & C. Air Line Ry. Co. v. Gravitt 
20 S.E. 550 , 93 Ga. 369 , 26 L.R.A. 553 , 44 Am.St.Rep. 145 , Ga.
","Feb. 26, 1894"
